County, Sex, Xiang, Q005, Q006, Q031, Q089, Q090, Q091, Q092, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q149, Q150, Q151, Q152, Q153, Q154, Q155, Q156, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q185, Q188, Q189, Q190, Q191, Q192, 
IC,T,3,  4.8 ,  0.0 , 695.8,49.8  ,163   ,53.3  ,20.1  , 40.1 , 37.9 ,.     ,.     ,.     ,.     ,.     ,.     , 38.7 , 5.3  ,.     ,.     , 0.18 , 6.30 ,.     ,.     ,  0.0 ,  1.1 ,  0.0 ,  0.0 ,  0.0 , 22.6 ,  2.5 , 91.2 ,  7.3 ,  6.4 , 19.0 , 16.8 , 14.8 ,393.7 ,139.5 ,  0.0 ,  0.0 ,  0.0 , 13.0 , 53.5 ,  9.4 ,241   ,247   ,  5.0 , 15.2 , 58.4 , 55.2 ,  1.8 ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,M,1,  8.0 ,  4.0 ,.     ,50.2  ,165   ,56.3  ,20.7  , 60.0 , 60.0 , 60.0 ,.     ,28.5  ,.     , 16.0 ,.     , 60.0 , 6.6  , 6.6  ,.     , 0.00 , 7.62 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.9 ,  0.4 ,572.3 , 61.6 ,  0.0 ,  0.0 ,  0.0 ,  7.5 , 15.3 , 17.7 ,219   ,281   , 10.7 , 27.8 , 29.8 ,113.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,M,2,  4.0 ,  8.0 ,.     ,48.6  ,164   ,56.8  ,21.1  , 64.0 , 60.0 , 60.0 ,.     ,31.5  ,.     , 20.8 ,.     , 64.0 , 3.7  , 3.7  ,.     , 0.00 , 4.22 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,641.5 , 65.5 ,  0.0 ,  0.0 ,  0.0 , 14.0 ,  4.1 , 19.3 ,274   ,281   ,  6.7 , 28.3 , 49.0 ,108.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,M,3,  6.0 ,  6.0 ,.     ,49.4  ,165   ,56.5  ,20.9  , 62.0 , 60.0 , 60.0 ,.     ,30.0  ,.     , 18.4 ,.     , 62.0 , 5.2  , 5.2  ,.     , 0.00 , 5.92 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  0.5 ,  0.2 ,606.9 , 63.6 ,  0.0 ,  0.0 ,  0.0 , 10.8 ,  9.7 , 18.5 ,247   ,281   ,  8.7 , 28.1 , 39.4 ,110.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,F,1,  4.2 ,  0.0 ,.     ,47.8  ,154   ,51.4  ,21.7  ,  8.3 ,  8.3 ,.     ,  8.3 ,.     ,25.5  ,.     ,  4.2 ,  8.3 , 0.7  ,.     , 0.7  , 0.00 , 0.76 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,576.5 , 35.6 ,  0.0 ,  0.0 ,  0.0 ,  3.1 , 12.1 , 15.8 ,200   ,332   ,  8.3 , 18.5 , 15.5 ,133.0 ,  0.0 ,17.8  ,50.0  ,23.6  ,4.2   ,0.9   ,3.3   ,
ID,F,2,  4.2 ,  0.0 ,.     ,49.7  ,154   ,50.1  ,21.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,557.5 , 12.4 ,  0.0 ,  0.0 ,  0.0 ,  4.3 ,  0.0 , 17.3 ,315   ,338   , 19.6 , 12.0 , 36.5 , 68.0 ,  0.0 ,17.6  ,50.0  ,22.8  ,5.1   ,1.3   ,3.8   ,
ID,F,3,  4.2 ,  0.0 ,.     ,48.8  ,154   ,50.8  ,21.4  ,  4.2 ,  4.2 ,.     ,  4.2 ,.     ,25.5  ,.     ,  2.1 ,  4.2 , 0.3  ,.     , 0.3  , 0.00 , 0.38 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,567.0 , 24.0 ,  0.0 ,  0.0 ,  0.0 ,  3.7 ,  6.0 , 16.6 ,258   ,335   , 14.0 , 15.3 , 26.0 ,100.5 ,  0.0 ,17.7  ,50.0  ,23.2  ,4.7   ,1.1   ,3.5   ,
ID,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,3,  5.1 ,  3.0 , 506.4,49.1  ,159   ,53.6  ,21.1  , 33.1 , 32.1 ,.     ,.     ,.     ,.     ,.     ,.     , 33.1 , 2.8  ,.     ,.     , 0.00 , 3.15 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.0 ,  0.2 ,  0.1 ,587.0 , 43.8 ,  0.0 ,  0.0 ,  0.0 ,  7.2 ,  7.9 , 17.5 ,252   ,308   , 11.3 , 21.7 , 32.7 ,105.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,1,  4.2 ,  0.0 ,.     ,49.7  ,169   ,58.6  ,20.6  , 83.3 , 75.0 , 75.0 ,.     ,25.6  ,.     , 41.7 ,.     , 79.2 , 7.3  , 7.3  ,.     , 0.27 , 8.75 , 0.27 ,.     ,  0.0 ,  0.0 ,  4.2 ,  0.0 ,  0.0 , 12.5 ,  0.0 ,  0.0 ,  8.3 , 26.5 ,  8.3 ,  9.5 ,  8.7 ,171.3 ,134.6 ,193.5 ,  0.0 ,  3.7 , 22.2 , 81.6 , 12.9 ,109   ,218   ,  1.8 , 17.7 , 19.3 , 19.8 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,2,  0.0 ,  0.0 ,.     ,49.2  ,167   ,56.5  ,20.3  , 68.0 , 68.0 , 68.0 ,.     ,22.5  ,.     , 48.0 ,.     , 68.0 , 7.6  , 7.6  ,.     , 0.13 , 8.91 , 0.13 ,.     ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 , 16.0 ,  0.0 ,  0.0 ,  4.0 ,  6.9 , 16.0 , 20.9 , 11.5 ,168.4 ,124.8 ,318.4 ,  0.0 ,  0.0 , 20.1 ,172.6 , 16.2 , 68   ,257   , 13.9 , 25.5 , 15.0 , 15.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,3,  2.1 ,  0.0 ,.     ,49.5  ,168   ,57.6  ,20.5  , 75.7 , 71.5 , 71.5 ,.     ,24.1  ,.     , 44.9 ,.     , 73.6 , 7.5  , 7.5  ,.     , 0.20 , 8.83 , 0.20 ,.     ,  0.0 ,  0.0 ,  4.1 ,  0.0 ,  0.0 , 14.3 ,  0.0 ,  0.0 ,  6.2 , 16.7 , 12.2 , 15.2 , 10.1 ,169.9 ,129.7 ,255.9 ,  0.0 ,  1.9 , 21.2 ,127.1 , 14.6 , 89   ,238   ,  7.9 , 21.6 , 17.2 , 17.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,F,1,  8.0 ,  0.0 ,.     ,50.5  ,157   ,54.1  ,21.9  ,  8.0 ,  8.0 ,.     ,  8.0 ,.     ,27.5  ,.     ,  4.0 ,  8.0 , 0.4  ,.     , 0.4  , 0.00 , 0.49 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,168.6 ,101.7 ,174.6 ,  0.0 ,  0.0 , 16.1 , 91.0 , 16.0 , 97   ,217   ,  0.7 ,  5.5 , 17.0 , 20.5 ,  0.0 ,16.2  ,50.0  ,21.5  ,5.7   ,1.0   ,4.7   ,
IE,F,2,  4.2 ,  0.0 ,.     ,49.0  ,153   ,49.6  ,21.2  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,175.4 ,120.5 ,169.7 ,  0.0 ,  0.0 , 14.7 , 69.1 , 14.3 ,100   ,218   , 10.9 , 12.5 , 12.5 , 16.5 ,  0.0 ,16.5  ,51.0  ,23.4  ,3.7   ,0.5   ,3.2   ,
IE,F,3,  6.1 ,  0.0 ,.     ,49.8  ,155   ,51.9  ,21.6  ,  4.0 ,  4.0 ,.     ,  4.0 ,.     ,27.5  ,.     ,  2.0 ,  4.0 , 0.2  ,.     , 0.2  , 0.00 , 0.24 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,172.0 ,111.1 ,172.2 ,  0.0 ,  0.0 , 15.4 , 80.0 , 15.2 , 99   ,218   ,  5.8 ,  9.0 , 14.8 , 18.5 ,  0.0 ,16.4  ,50.5  ,22.4  ,4.7   ,0.8   ,4.0   ,
IE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,3,  4.1 ,  0.0 , 862.4,49.6  ,162   ,54.7  ,21.0  , 39.8 , 37.8 ,.     ,.     ,.     ,.     ,.     ,.     , 38.8 , 3.8  ,.     ,.     , 0.10 , 4.54 ,.     ,.     ,  0.0 ,  0.0 ,  2.1 ,  0.0 ,  0.0 ,  7.1 ,  0.0 ,  0.0 ,  3.1 ,  8.3 ,  6.1 ,  7.6 ,  5.0 ,170.9 ,120.4 ,214.1 ,  0.0 ,  0.9 , 18.3 ,103.6 , 14.9 , 94   ,228   ,  6.8 , 15.3 , 16.0 , 18.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,1,  3.8 ,  0.0 ,.     ,49.4  ,164   ,55.4  ,20.7  , 88.5 , 88.5 , 88.5 ,.     ,23.7  ,.     , 53.8 ,.     , 88.5 , 6.8  , 6.8  ,.     , 0.00 , 7.83 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 26.9 ,  0.0 ,  0.0 , 11.5 , 54.4 , 19.2 , 26.1 , 21.2 ,169.5 ,105.4 ,217.6 ,  0.0 ,  0.0 , 19.3 , 93.3 , 16.9 ,125   ,213   ,  6.7 , 35.5 , 37.4 , 90.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,2,  0.0 ,  0.0 ,.     ,50.0  ,168   ,58.7  ,20.7  , 70.8 , 58.3 , 58.3 ,.     ,23.2  ,.     , 37.5 ,.     , 66.7 , 6.4  , 6.4  ,.     , 0.00 , 7.34 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 16.7 ,  0.0 ,  0.0 ,  8.3 ,  8.9 , 12.5 ,  7.7 ,  5.2 ,234.6 ,110.3 ,127.3 ,  0.0 ,  0.0 , 21.6 , 93.6 , 20.3 , 56   ,212   , 10.8 , 24.5 , 35.5 , 91.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,3,  1.9 ,  0.0 ,.     ,49.7  ,166   ,57.1  ,20.7  , 79.7 , 73.4 , 73.4 ,.     ,23.4  ,.     , 45.6 ,.     , 77.6 , 6.6  , 6.6  ,.     , 0.00 , 7.58 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 21.8 ,  0.0 ,  0.0 ,  9.9 , 31.6 , 15.8 , 16.9 , 13.2 ,202.1 ,107.9 ,172.4 ,  0.0 ,  0.0 , 20.5 , 93.5 , 18.6 , 91   ,213   ,  8.8 , 30.0 , 36.5 , 91.2 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,1,  0.0 ,  0.0 ,.     ,47.7  ,155   ,52.4  ,21.7  ,  4.0 ,  4.0 ,.     ,  4.0 ,.     ,22.0  ,.     ,  4.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.20 , 0.20 ,.     , 0.20 ,  4.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  3.4 ,  1.7 ,118.5 ,130.4 ,155.0 ,  0.0 ,  6.6 , 23.7 ,155.3 , 15.1 ,157   ,302   , 28.4 ,  4.8 , 12.0 , 54.2 ,  0.0 ,16.6  ,50.0  ,23.8  ,5.1   ,1.0   ,4.1   ,
IF,F,2,  4.2 ,  0.0 ,.     ,50.0  ,155   ,51.3  ,21.2  ,  8.3 ,  8.3 ,.     ,  8.3 ,.     ,46.5  ,.     ,  0.0 ,  8.3 , 0.1  ,.     , 0.1  , 0.00 , 0.16 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,198.7 , 79.5 ,157.7 ,  0.0 ,  0.0 , 16.9 ,100.6 , 13.6 , 71   ,213   , 14.9 , 18.0 , 17.5 , 83.0 ,  0.0 ,17.1  ,52.0  ,23.4  ,5.1   ,1.0   ,4.1   ,
IF,F,3,  2.1 ,  0.0 ,.     ,48.9  ,155   ,51.9  ,21.4  ,  6.2 ,  6.2 ,.     ,  6.2 ,.     ,34.3  ,.     ,  2.0 ,  4.2 , 0.1  ,.     , 0.1  , 0.10 , 0.18 ,.     , 0.10 ,  2.0 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  1.7 ,  0.8 ,158.6 ,105.0 ,156.3 ,  0.0 ,  3.3 , 20.3 ,128.0 , 14.3 ,114   ,258   , 21.6 , 11.4 , 14.8 , 68.6 ,  0.0 ,16.9  ,51.0  ,23.6  ,5.1   ,1.0   ,4.1   ,
IF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,3,  2.0 ,  0.0 , 409.7,49.3  ,161   ,54.5  ,21.1  , 42.9 , 39.8 ,.     ,.     ,.     ,.     ,.     ,.     , 40.9 , 3.3  ,.     ,.     , 0.05 , 3.88 ,.     ,.     ,  1.0 ,  0.0 ,  1.0 ,  0.0 ,  0.0 , 11.9 ,  0.0 ,  0.0 ,  5.0 , 15.8 ,  8.9 ,  9.3 ,  7.0 ,180.3 ,106.4 ,164.4 ,  0.0 ,  1.6 , 20.4 ,110.7 , 16.5 ,102   ,235   , 15.2 , 20.7 , 25.6 , 79.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,1,  0.0 ,  4.0 ,.     ,50.0  ,162   ,51.2  ,19.5  , 80.0 , 80.0 , 80.0 ,.     ,24.4  ,.     , 44.0 ,.     , 68.0 , 4.4  , 4.4  ,.     , 3.03 , 8.07 , 3.03 ,.     ,  0.0 , 32.0 ,  0.0 ,  4.0 ,  0.0 , 32.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 32.0 , 27.4 , 13.7 ,162.8 ,182.6 , 21.4 ,  0.0 ,  0.2 , 12.3 ,300.3 ,  9.0 ,249   ,281   ,  2.6 ,  7.0 , 45.1 , 22.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,2,  0.0 , 14.3 ,.     ,48.0  ,162   ,52.2  ,19.8  , 71.4 , 66.7 , 66.7 ,.     ,24.2  ,.     , 42.9 ,.     , 61.9 , 6.6  , 6.6  ,.     , 0.39 , 8.06 , 0.39 ,.     ,  0.0 ,  4.8 ,  4.8 ,  0.0 ,  0.0 , 19.0 ,  9.5 ,204.1 ,  0.0 ,  0.0 , 14.3 ,  6.1 , 15.3 , 86.2 ,165.1 ,119.4 ,  5.2 ,  8.2 , 15.9 ,469.3 , 11.5 ,197   ,224   ,  1.9 , 12.6 ,101.7 , 61.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,3,  0.0 ,  9.2 ,.     ,49.0  ,162   ,51.7  ,19.7  , 75.7 , 73.4 , 73.4 ,.     ,24.3  ,.     , 43.5 ,.     , 65.0 , 5.5  , 5.5  ,.     , 1.71 , 8.07 , 1.71 ,.     ,  0.0 , 18.4 ,  2.4 ,  2.0 ,  0.0 , 25.5 ,  4.8 ,102.0 ,  0.0 ,  0.0 , 23.2 , 16.8 , 14.5 ,124.5 ,173.8 , 70.4 ,  2.6 ,  4.2 , 14.1 ,384.8 , 10.3 ,223   ,253   ,  2.3 ,  9.8 , 73.4 , 42.2 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,1,  0.0 ,  0.0 ,.     ,48.0  ,153   ,48.7  ,20.7  ,  4.0 ,  4.0 ,.     ,  4.0 ,.     ,20.0  ,.     ,  4.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.33 , 0.33 ,.     , 0.33 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  9.1 ,  4.6 ,165.8 ,187.5 , 22.5 ,  4.4 ,  3.9 , 10.2 ,349.7 ,  7.3 ,252   ,278   ,  3.8 , 38.0 , 40.9 , 46.9 , 60.0 ,18.4  ,51.0  ,23.8  ,4.4   ,1.1   ,3.5   ,
IG,F,2,  0.0 ,  0.0 ,.     ,48.0  ,156   ,49.1  ,20.2  , 12.5 , 12.5 ,.     , 12.5 ,.     ,50.3  ,.     ,  0.0 , 12.5 , 0.1  ,.     , 0.1  , 0.00 , 0.09 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 ,  1.8 ,  0.9 , 73.9 ,154.4 ,113.0 ,  0.0 ,  8.4 , 11.0 ,232.3 , 10.2 ,222   ,236   ,  4.9 , 11.0 , 20.0 , 35.5 ,  0.0 ,18.5  ,47.0  ,22.8  ,4.7   ,0.9   ,3.8   ,
IG,F,3,  0.0 ,  0.0 ,.     ,48.0  ,155   ,48.9  ,20.4  ,  8.3 ,  8.3 ,.     ,  8.3 ,.     ,35.1  ,.     ,  2.0 ,  6.3 , 0.1  ,.     , 0.1  , 0.17 , 0.21 ,.     , 0.17 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  5.5 ,  2.8 ,119.9 ,171.0 , 67.8 ,  2.2 ,  6.2 , 10.6 ,291.0 ,  8.8 ,237   ,257   ,  4.4 , 24.5 , 30.4 , 41.2 , 30.0 ,18.4  ,49.0  ,23.3  ,4.6   ,1.0   ,3.6   ,
IG,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,3,  0.0 ,  4.6 , 403.2,48.5  ,158   ,50.3  ,20.1  , 42.0 , 40.8 ,.     ,.     ,.     ,.     ,.     ,.     , 35.6 , 2.8  ,.     ,.     , 0.94 , 4.14 ,.     ,.     ,  0.0 , 10.2 ,  1.2 ,  1.0 ,  0.0 , 15.8 ,  2.4 , 51.0 ,  0.0 ,  0.0 , 14.6 , 11.1 ,  8.6 ,122.2 ,172.4 , 69.1 ,  2.4 ,  5.2 , 12.4 ,337.9 ,  9.5 ,230   ,255   ,  3.3 , 17.2 , 51.9 , 41.7 , 15.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,1,  0.0 ,  4.2 ,.     ,45.5  ,165   ,55.8  ,20.5  , 45.8 , 45.8 , 45.8 ,.     ,29.2  ,.     , 12.5 ,.     , 41.7 , 6.4  , 6.4  ,.     , 0.00 , 7.34 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 25.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 25.0 , 18.5 ,  9.2 ,669.6 , 56.6 ,  0.0 ,  0.0 ,  0.0 , 12.0 ,148.4 , 18.8 ,335   ,203   ,  0.0 , 30.5 , 51.0 , 56.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,2,  0.0 ,  8.3 ,.     ,45.8  ,166   ,57.7  ,20.9  , 91.7 , 87.5 , 87.5 ,.     ,23.2  ,.     , 54.2 ,.     , 87.5 ,12.5  ,12.5  ,.     , 2.06 ,16.45 , 2.06 ,.     ,  0.0 ,  4.2 ,  0.0 ,  0.0 ,  0.0 , 20.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 20.8 , 31.5 , 15.8 ,617.9 , 54.6 ,  0.0 ,  0.0 ,  0.0 , 15.1 ,349.0 , 15.8 ,348   ,276   ,  1.7 , 52.0 , 60.0 , 59.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,3,  0.0 ,  6.3 ,.     ,45.6  ,166   ,56.8  ,20.7  , 68.8 , 66.7 , 66.7 ,.     ,26.2  ,.     , 33.4 ,.     , 64.6 , 9.5  , 9.5  ,.     , 1.03 ,11.89 , 1.03 ,.     ,  0.0 ,  2.1 ,  0.0 ,  0.0 ,  0.0 , 22.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 22.9 , 25.0 , 12.5 ,643.8 , 55.6 ,  0.0 ,  0.0 ,  0.0 , 13.6 ,248.7 , 17.3 ,342   ,240   ,  0.8 , 41.3 , 55.5 , 57.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,1,  3.8 ,  0.0 ,.     ,46.8  ,155   ,48.4  ,20.1  ,  3.8 ,  3.8 ,.     ,  3.8 ,.     ,42.0  ,.     ,  0.0 ,  3.8 , 0.1  ,.     , 0.1  , 0.00 , 0.06 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,454.7 , 48.4 ,  0.0 ,  0.0 ,  0.0 ,  5.5 ,132.2 , 10.2 ,346   ,338   ,  1.1 ,  5.1 , 14.8 , 16.6 ,  0.0 ,18.1  ,50.0  ,21.3  ,6.5   ,1.0   ,5.5   ,
JA,F,2, 24.0 ,  0.0 ,.     ,48.8  ,153   ,49.0  ,20.9  ,  4.0 ,  4.0 ,.     ,  4.0 ,.     ,21.0  ,.     ,  4.0 ,  4.0 , 0.3  ,.     , 0.3  , 0.00 , 0.30 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.9 ,  0.4 ,471.8 , 42.0 ,  0.0 ,  0.0 ,  0.0 , 12.8 ,254.2 , 10.1 ,306   ,306   ,  0.8 , 21.6 , 22.1 ,  1.9 ,  0.0 ,18.0  ,48.0  ,21.9  ,6.0   ,1.0   ,5.0   ,
