County, Sex, Xiang, Q005, Q006, Q012, Q013, Q014, Q019, Q022, Q027, Q028, Q029, Q030, Q053, Q054, Q055, Q056, Q057, Q058, Q059, Q060, Q061, Q062, Q063, Q064, Q065, Q066, Q067, Q068, Q069, Q089, Q090, Q091, Q092, Q099, Q100, Q101, Q102, Q103, Q104, Q105, Q106, Q107, Q108, Q109, Q110, Q111, Q112, Q113, Q114, Q115, Q116, Q117, Q118, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q166, Q167, Q168, Q169, Q170, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q178, Q179, Q180, Q181, Q182, Q183, Q184, Q185, Q186, Q187, Q188, Q190, Q191, Q192, 
BA,M,2,  3.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 51.7 , 13.8 , 17.2 ,  6.9 , 24.1 , 55.2 ,  0.0 ,  0.0 , 20.7 , 75.9 , 96.6 ,  3.4 ,  0.0 ,  0.0 , 31.0 , 20.7 , 44.8 , 96.6 ,  3.4 ,  0.0 , 0.3  ,.     ,.     ,51.4  ,164   ,56.9  ,21.0  , 13.8 , 10.3 ,  7.1 , 31.0 , 10.3 , 27.6 , 3.3  , 10.3 , 10.3 ,122   ,77.8  , 99.9 ,2.78  ,3.73  ,2.70  ,2.79  ,3.75  ,2.69  , 1.5  , 0.1  , 93.1 , 89.7 , 89.7 ,.     ,21.6  ,.     , 69.0 ,.     , 93.1 ,16.7  ,16.7  ,.     , 0.00 ,19.33 , 0.00 ,.     ,  3.4 ,  3.4 ,  3.4 ,  0.0 ,  0.0 , 37.5 ,450.9 , 88.4 ,  0.0 , 28.2 , 10.6 , 66.6 , 15.2 ,  0.0 ,  0.0 , 0.5  ,14.7  , 51.1 , 22   ,252   , 19.6 ,  6.6 ,100.7 ,104.3 ,  0.0 , 42.1 ,  0.0 , 42.1 ,  0.0 ,  5.3 ,  0.0 ,  5.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,M,3,  3.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 48.5 , 10.2 , 24.8 ,  9.9 , 23.4 , 71.2 ,  0.0 ,  1.6 , 15.2 , 76.7 , 93.5 ,  6.5 ,  0.0 ,  1.6 , 49.4 , 15.2 , 32.1 , 96.7 ,  1.7 ,  0.0 , 0.3  ,.     ,.     ,50.5  ,165   ,58.7  ,21.5  , 11.8 , 10.0 ,  3.5 , 28.4 , 11.6 , 26.7 , 3.1  , 10.0 ,  8.4 ,124   ,82.2  ,103.0 ,2.73  ,3.58  ,2.73  ,2.74  ,3.60  ,2.73  , 1.2  , 0.2  , 82.0 , 77.1 , 77.1 ,.     ,21.6  ,.     , 60.3 ,.     , 82.0 ,15.1  ,15.1  ,.     , 0.00 ,17.48 , 0.00 ,.     ,  1.7 ,  3.3 ,  1.7 ,  0.0 ,  0.0 , 41.4 ,437.2 , 79.8 ,  0.0 , 25.7 ,  9.1 , 47.4 , 15.3 ,  0.0 ,  0.0 , 0.8  ,14.4  , 52.7 , 23   ,235   , 20.3 ,  6.2 , 90.6 , 90.3 ,  0.0 , 49.3 ,  0.0 , 49.3 ,  0.0 ,  2.6 ,  0.0 ,  2.6 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,F,1,  3.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.3 ,  0.0 ,  6.3 ,  0.0 ,  9.4 , 75.0 ,  0.0 ,  6.3 , 18.8 , 71.9 , 96.9 ,  3.1 ,  0.0 ,  0.0 , 75.0 ,  6.3 , 18.8 ,100.0 ,  0.0 ,  0.0 ,.     , 3.0  ,.     ,49.6  ,155   ,59.6  ,24.8  , 12.5 , 12.5 , 12.5 , 15.6 ,  0.0 ,  9.4 , 0.2  ,  3.1 ,  3.1 ,129   ,85.6  ,107.5 ,2.10  ,2.62  ,2.33  ,2.14  ,2.66  ,2.38  , 1.1  , 0.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 37.2 ,408.1 , 77.1 ,  0.0 , 14.6 ,  6.8 , 27.4 , 13.6 ,  0.0 ,  0.0 , 0.8  ,12.8  , 24.0 , 20   ,266   , 29.7 ,  4.4 , 97.1 , 42.0 ,  0.0 ,  6.3 ,  0.0 ,  6.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.6  ,28.9  , 4.6  ,48.0  ,6.0   ,0.5   ,5.4   ,
BA,F,2,  5.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  5.9 ,  2.9 ,  0.0 ,  0.0 ,  8.8 , 47.1 ,  0.0 ,  0.0 ,  5.9 , 91.2 , 97.1 ,  2.9 ,  0.0 ,  0.0 , 44.1 , 11.8 , 44.1 ,100.0 ,  0.0 ,  0.0 ,.     , 3.6  ,.     ,47.4  ,154   ,52.4  ,22.1  , 29.4 , 23.5 , 18.8 , 17.6 ,  5.9 , 17.6 , 1.6  , 17.6 ,  5.9 ,122   ,76.8  , 99.3 ,2.06  ,2.46  ,2.26  ,2.16  ,2.58  ,2.40  , 1.0  , 0.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 47.4 ,434.9 , 87.6 ,  1.0 , 21.4 ,  7.5 , 53.1 , 16.9 ,  2.9 ,  2.9 , 0.4  ,16.6  , 31.1 , 18   ,246   , 18.7 ,  7.7 , 70.1 , 63.9 ,  0.0 , 33.3 ,  0.0 , 33.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,16.9  ,29.4  , 4.5  ,48.0  ,4.5   ,0.8   ,3.7   ,
BA,F,3,  4.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  1.4 ,  3.1 ,  0.0 ,  9.1 , 61.1 ,  0.0 ,  3.1 , 12.4 , 81.6 , 97.0 ,  3.0 ,  0.0 ,  0.0 , 59.6 ,  9.1 , 31.5 ,100.0 ,  0.0 ,  0.0 ,.     , 3.3  ,.     ,48.5  ,155   ,56.0  ,23.5  , 20.9 , 18.0 , 15.7 , 16.6 ,  3.0 , 13.5 , 0.9  , 10.4 ,  4.5 ,126   ,81.2  ,103.4 ,2.08  ,2.54  ,2.29  ,2.15  ,2.62  ,2.39  , 1.1  , 0.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 42.3 ,421.5 , 82.3 ,  0.5 , 18.0 ,  7.2 , 40.3 , 15.3 ,  1.4 ,  1.4 , 0.6  ,14.7  , 27.6 , 19   ,256   , 24.2 ,  6.1 , 83.6 , 53.0 ,  0.0 , 19.8 ,  0.0 , 19.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.3  ,29.1  , 4.5  ,48.0  ,5.3   ,0.7   ,4.6   ,
BA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 88.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,T,3,  3.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 27.3 ,  5.8 , 13.9 ,  5.0 , 16.2 , 66.1 ,  0.0 ,  2.4 , 13.8 , 79.1 , 95.2 ,  4.8 ,  0.0 ,  0.8 , 54.5 , 12.1 , 31.8 , 98.4 ,  0.8 ,  0.0 ,.     ,.     , 94.5 ,49.5  ,160   ,57.4  ,22.5  , 16.4 , 14.0 ,  9.6 , 22.5 ,  7.3 , 20.1 , 2.0  , 10.2 ,  6.5 ,125   ,81.7  ,103.2 ,2.40  ,3.06  ,2.51  ,2.44  ,3.11  ,2.56  , 1.1  , 0.1  , 41.0 , 38.6 ,.     ,.     ,.     ,.     ,.     ,.     , 41.0 , 7.5  ,.     ,.     , 0.00 , 8.74 ,.     ,.     ,  0.8 ,  1.7 ,  0.8 ,  0.0 ,  0.0 , 41.8 ,429.4 , 81.0 ,  0.3 , 21.9 ,  8.1 , 43.8 , 15.3 ,  0.7 ,  0.7 , 0.7  ,14.6  , 40.1 , 21   ,245   , 22.2 ,  6.1 , 87.1 , 71.6 ,  0.0 , 34.6 ,  0.0 , 34.6 ,  0.0 ,  1.3 ,  0.0 ,  1.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,1,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 61.1 ,  8.3 , 38.9 , 27.8 , 52.8 , 97.2 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 38.9 , 61.1 ,100.0 ,  0.0 ,  0.0 , 0.7  ,.     ,.     ,43.9  ,166   ,62.7  ,22.7  ,  8.3 ,  5.6 ,  0.0 ,  8.3 ,  8.3 ,  8.3 , 0.5  , 11.1 ,  5.6 ,119   ,74.5  , 96.5 ,2.64  ,3.21  ,2.56  ,2.93  ,3.53  ,2.96  , 0.3  , 0.1  , 77.8 , 77.8 , 77.8 ,.     ,20.2  ,.     , 75.0 ,.     , 77.8 ,15.2  ,15.2  ,.     , 0.20 ,17.69 , 0.20 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 91.3 ,322.3 ,126.7 ,  2.5 ,150.3 , 14.3 ,  0.0 , 15.4 ,  0.0 ,  0.0 , 0.8  ,14.6  , 51.8 , 60   , 55   , 22.3 ,  0.0 , 40.7 ,154.7 ,  0.0 , 61.9 ,  0.0 , 61.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,2,  0.0 ,  3.0 ,  0.0 ,  0.0 ,  0.0 , 24.2 ,  3.0 ,  3.0 ,  0.0 , 15.2 , 60.6 ,  0.0 ,  0.0 ,  0.0 , 90.9 , 90.9 ,  9.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,100.0 ,  0.0 ,  0.0 , 0.2  ,.     ,.     ,48.6  ,164   ,60.4  ,22.6  ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  3.0 ,  3.0 , 0.6  ,  0.0 ,  0.0 ,121   ,76.8  , 98.8 ,2.64  ,3.43  ,2.44  ,2.53  ,3.30  ,2.33  , 0.0  , 0.0  , 51.5 , 51.5 , 51.5 ,.     ,18.7  ,.     , 48.5 ,.     , 51.5 , 8.7  , 8.7  ,.     , 1.52 ,11.51 , 1.52 ,.     ,  0.0 ,  0.0 ,  3.0 ,  0.0 ,  0.0 ,107.1 ,236.6 , 76.0 ,  6.6 ,113.3 ,  1.2 ,  0.0 , 16.9 ,  0.0 ,  0.0 , 0.2  ,16.7  , 13.6 , 69   , 35   ,  1.6 ,  0.0 , 31.8 ,145.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,3,  0.0 ,  1.5 ,  0.0 ,  0.0 ,  0.0 , 42.6 ,  5.7 , 20.9 , 13.9 , 34.0 , 78.9 ,  0.0 ,  0.0 ,  0.0 , 95.5 , 95.5 ,  4.5 ,  0.0 ,  0.0 ,  0.0 , 19.4 , 80.5 ,100.0 ,  0.0 ,  0.0 , 0.5  ,.     ,.     ,46.3  ,165   ,61.6  ,22.7  ,  4.2 ,  2.8 ,  0.0 ,  5.7 ,  5.7 ,  5.7 , 0.6  ,  5.5 ,  2.8 ,120   ,75.7  , 97.7 ,2.64  ,3.32  ,2.50  ,2.73  ,3.42  ,2.65  , 0.1  , 0.1  , 64.7 , 64.7 , 64.7 ,.     ,19.4  ,.     , 61.8 ,.     , 64.7 ,11.9  ,11.9  ,.     , 0.86 ,14.60 , 0.86 ,.     ,  0.0 ,  0.0 ,  1.5 ,  0.0 ,  0.0 , 99.2 ,279.4 ,101.4 ,  4.5 ,131.8 ,  7.8 ,  0.0 , 16.1 ,  0.0 ,  0.0 , 0.5  ,15.7  , 32.7 , 65   , 45   , 12.0 ,  0.0 , 36.3 ,150.0 ,  0.0 , 30.9 ,  0.0 , 30.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,1,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 27.8 ,  2.8 ,  2.8 ,  0.0 , 16.7 , 88.9 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 66.7 , 33.3 ,100.0 ,  0.0 ,  0.0 ,.     , 3.9  ,.     ,44.1  ,156   ,58.4  ,24.1  , 16.7 , 16.7 , 11.1 , 11.1 ,  0.0 , 11.1 , 0.3  ,  8.3 ,  2.8 ,126   ,76.5  ,101.1 ,1.70  ,1.98  ,2.28  ,1.78  ,2.06  ,2.38  , 0.3  , 0.2  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 62.6 ,259.5 ,114.9 ,  2.7 ,153.3 , 21.8 ,  0.4 , 12.4 ,  0.0 ,  0.0 , 1.0  ,11.9  , 44.7 , 50   , 35   , 16.1 ,  0.0 , 32.5 ,130.7 ,  0.0 , 50.0 ,  0.0 , 42.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,14.4  ,27.0  , 3.1  ,49.0  ,2.9   ,0.1   ,2.8   ,
CB,F,2,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 29.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 74.1 ,  0.0 ,  0.0 ,  0.0 , 96.3 , 96.3 ,  3.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,100.0 ,  0.0 ,  0.0 ,.     , 4.0  ,.     ,45.0  ,158   ,59.1  ,23.7  ,  3.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 0.0  ,  0.0 ,  0.0 ,116   ,74.5  , 95.4 ,1.62  ,1.98  ,1.59  ,1.90  ,2.31  ,1.94  , 0.4  , 0.0  ,  3.7 ,  3.7 ,.     ,  3.7 ,.     ,16.0  ,.     ,  3.7 ,  3.7 , 0.6  ,.     , 0.6  , 0.00 , 0.73 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 90.3 ,235.9 , 63.4 ,  0.0 , 95.9 ,  0.8 ,  0.0 , 16.3 ,  0.0 ,  0.0 , 0.4  ,15.9  ,  8.6 , 70   , 40   ,  0.0 ,   .  , 52.8 ,159.2 ,  0.0 ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,14.1  ,29.2  , 4.7  ,50.0  ,2.6   ,0.2   ,2.5   ,
CB,F,3,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 28.7 ,  1.4 ,  1.4 ,  0.0 ,  8.3 , 81.5 ,  0.0 ,  0.0 ,  0.0 , 98.2 , 98.2 ,  1.9 ,  0.0 ,  0.0 ,  0.0 , 33.4 , 66.7 ,100.0 ,  0.0 ,  0.0 ,.     , 4.0  ,.     ,44.6  ,157   ,58.8  ,23.9  , 10.2 ,  8.3 ,  5.5 ,  5.5 ,  0.0 ,  5.5 , 0.1  ,  4.2 ,  1.4 ,121   ,75.5  , 98.3 ,1.66  ,1.98  ,1.94  ,1.84  ,2.19  ,2.16  , 0.4  , 0.1  ,  1.9 ,  1.9 ,.     ,  1.9 ,.     ,16.0  ,.     ,  1.9 ,  1.9 , 0.3  ,.     , 0.3  , 0.00 , 0.36 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 76.5 ,247.7 , 89.2 ,  1.4 ,124.6 , 11.3 ,  0.2 , 14.4 ,  0.0 ,  0.0 , 0.7  ,13.9  , 26.7 , 60   , 38   ,  8.1 ,  0.0 , 42.6 ,144.9 ,  0.0 , 50.0 ,  0.0 , 42.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,14.3  ,28.1  , 3.9  ,49.5  ,2.8   ,0.2   ,2.6   ,
CB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,3,  0.0 ,  0.8 ,  0.0 ,  0.0 ,  0.0 , 35.7 ,  3.5 , 11.2 ,  7.0 , 21.2 , 80.2 ,  0.0 ,  0.0 ,  0.0 , 96.8 , 96.8 ,  3.2 ,  0.0 ,  0.0 ,  0.0 , 26.4 , 73.6 ,100.0 ,  0.0 ,  0.0 ,.     ,.     ,  0.0 ,45.4  ,161   ,60.2  ,23.3  ,  7.2 ,  5.6 ,  2.8 ,  5.6 ,  2.8 ,  5.6 , 0.4  ,  4.9 ,  2.1 ,121   ,75.6  , 98.0 ,2.15  ,2.65  ,2.22  ,2.29  ,2.80  ,2.40  , 0.3  , 0.1  , 33.3 , 33.3 ,.     ,.     ,.     ,.     ,.     ,.     , 33.3 , 6.1  ,.     ,.     , 0.43 , 7.48 ,.     ,.     ,  0.0 ,  0.0 ,  0.8 ,  0.0 ,  0.0 , 87.8 ,263.6 , 95.3 ,  3.0 ,128.2 ,  9.5 ,  0.1 , 15.3 ,  0.0 ,  0.0 , 0.6  ,14.8  , 29.7 , 62   , 41   , 10.0 ,  0.0 , 39.5 ,147.5 ,  0.0 , 40.5 ,  0.0 , 36.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,1, 19.4 ,  0.0 ,  0.0 ,  2.8 ,  0.0 , 69.4 , 13.9 , 33.3 , 11.1 , 22.2 , 88.9 ,  0.0 ,  0.0 ,  2.8 ,  0.0 ,  2.8 , 97.2 ,  0.0 ,  0.0 ,  0.0 , 83.3 ,  0.0 , 83.3 , 16.7 ,  0.0 , 0.6  ,.     ,.     ,52.3  ,167   ,63.2  ,22.6  , 16.7 ,  8.3 ,  3.0 , 19.4 ,  5.6 , 13.9 , 0.6  , 11.1 ,  2.8 ,109   ,70.9  , 89.8 ,2.94  ,3.71  ,3.01  ,3.07  ,3.87  ,3.13  , 0.4  , 0.2  , 61.1 , 55.6 , 55.6 ,.     ,27.3  ,.     , 27.8 ,.     , 58.3 , 8.1  , 8.1  ,.     , 0.00 , 9.34 , 0.00 ,.     ,  5.6 ,  2.8 ,  0.0 ,  2.8 ,  0.0 , 16.1 ,661.3 ,  3.5 ,  0.0 , 18.6 ,  8.3 , 63.2 , 16.7 , 13.9 ,  0.0 , 0.7  ,16.0  , 98.0 , 23   , 79   , 31.9 , 10.2 , 72.3 ,146.0 ,  6.3 , 53.8 ,  0.0 , 53.8 ,  0.0 ,  0.0 , 20.8 ,  7.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,2, 15.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 65.6 ,  3.1 , 31.3 , 15.6 , 21.9 , 84.4 ,  0.0 ,  0.0 ,  3.1 ,  0.0 ,  3.1 , 96.9 ,  0.0 ,  0.0 , 12.5 , 84.4 ,  0.0 , 96.9 ,  3.1 ,  0.0 , 0.4  ,.     ,.     ,53.3  ,167   ,60.1  ,21.6  , 15.6 ,  6.3 ,  0.0 , 15.6 , 12.5 , 15.6 , 0.8  ,  3.1 ,  0.0 ,118   ,75.6  , 97.0 ,3.04  ,3.86  ,3.00  ,3.02  ,3.87  ,2.93  , 0.4  , 0.0  , 93.8 , 75.0 , 75.0 ,.     ,22.5  ,.     , 53.1 ,.     , 87.5 ,11.5  ,11.5  ,.     , 0.45 ,13.74 , 0.45 ,.     ,  3.1 ,  9.4 ,  0.0 ,  0.0 ,  0.0 , 13.7 ,605.7 ,  6.8 ,  0.0 , 23.0 ,  7.4 , 85.1 , 17.7 , 15.6 ,  0.0 , 2.0  ,15.7  , 89.4 , 16   ,100   , 34.0 ,  4.3 ,126.0 ,131.6 , 22.5 , 71.4 ,  0.0 , 71.4 ,  0.0 ,  0.0 , 51.7 ,  7.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,3, 17.5 ,  0.0 ,  0.0 ,  1.4 ,  0.0 , 67.5 ,  8.5 , 32.3 , 13.3 , 22.1 , 86.7 ,  0.0 ,  0.0 ,  3.0 ,  0.0 ,  3.0 , 97.1 ,  0.0 ,  0.0 ,  6.3 , 83.9 ,  0.0 , 90.1 ,  9.9 ,  0.0 , 0.5  ,.     ,.     ,52.8  ,167   ,61.7  ,22.1  , 16.1 ,  7.3 ,  1.5 , 17.5 ,  9.1 , 14.8 , 0.7  ,  7.1 ,  1.4 ,114   ,73.3  , 93.4 ,2.99  ,3.79  ,3.00  ,3.04  ,3.87  ,3.03  , 0.4  , 0.1  , 77.5 , 65.3 , 65.3 ,.     ,24.9  ,.     , 40.5 ,.     , 72.9 , 9.8  , 9.8  ,.     , 0.23 ,11.54 , 0.23 ,.     ,  4.3 ,  6.1 ,  0.0 ,  1.4 ,  0.0 , 14.9 ,633.5 ,  5.2 ,  0.0 , 20.8 ,  7.9 , 74.2 , 17.2 , 14.8 ,  0.0 , 1.4  ,15.8  , 93.7 , 20   , 90   , 33.0 ,  7.3 , 99.2 ,138.8 , 14.4 , 62.6 ,  0.0 , 62.6 ,  0.0 ,  0.0 , 36.3 ,  7.4 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,1, 22.9 ,  0.0 ,  2.9 ,  2.9 ,  0.0 , 28.6 ,  0.0 , 14.3 ,  2.9 , 14.3 , 80.0 ,  0.0 ,  0.0 , 14.3 ,  0.0 , 14.3 , 85.7 ,  0.0 ,  0.0 ,  0.0 , 85.7 ,  0.0 , 85.7 , 14.3 ,  0.0 ,.     , 3.4  ,.     ,52.1  ,156   ,57.4  ,23.7  , 45.7 , 34.3 , 22.6 , 14.3 ,  0.0 , 14.3 , 0.6  , 11.4 ,  0.0 ,107   ,67.1  , 87.2 ,2.11  ,2.65  ,2.42  ,2.16  ,2.70  ,2.46  , 1.8  , 0.4  ,  5.7 ,  2.9 ,.     ,  2.9 ,.     ,33.5  ,.     ,  0.0 ,  5.7 , 0.2  ,.     , 0.2  , 0.00 , 0.19 ,.     , 0.00 ,  2.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 13.0 ,545.0 ,  3.0 ,  0.1 , 23.2 ,  7.7 , 24.7 , 15.5 ,  5.7 ,  0.0 , 0.7  ,14.8  , 92.2 , 46   , 74   , 26.3 ,  8.0 , 61.8 ,190.3 , 24.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,16.3  ,27.7  , 4.3  ,49.0  ,4.9   ,1.3   ,3.6   ,
