County, Sex, Xiang, Q005, Q006, Q012, Q013, Q014, Q019, Q022, Q027, Q028, Q029, Q030, Q053, Q054, Q055, Q056, Q057, Q058, Q059, Q060, Q061, Q062, Q063, Q064, Q065, Q066, Q067, Q068, Q069, Q089, Q090, Q091, Q092, Q099, Q100, Q101, Q102, Q103, Q104, Q105, Q106, Q107, Q108, Q109, Q110, Q111, Q112, Q113, Q114, Q115, Q116, Q117, Q118, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q166, Q167, Q168, Q169, Q170, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q178, Q179, Q180, Q181, Q182, Q183, Q184, Q185, Q186, Q187, Q188, Q190, Q191, Q192, 
CC,F,2, 23.5 ,  0.0 ,  0.0 ,  2.9 ,  0.0 , 20.6 ,  2.9 ,  2.9 ,  2.9 , 14.7 , 73.5 ,  0.0 ,  0.0 ,  5.9 ,  0.0 ,  5.9 , 94.1 ,  0.0 ,  0.0 , 29.4 , 44.1 ,  0.0 , 73.5 , 26.5 ,  0.0 ,.     , 2.7  ,.     ,52.6  ,155   ,56.6  ,23.5  , 50.0 , 41.2 , 35.5 , 17.6 , 14.7 , 11.8 , 1.5  ,  8.8 ,  2.9 ,113   ,69.9  , 91.3 ,2.28  ,2.83  ,2.29  ,2.34  ,2.90  ,2.35  , 2.3  , 0.6  , 11.8 , 11.8 ,.     , 11.8 ,.     ,32.8  ,.     ,  5.9 , 11.8 , 1.0  ,.     , 1.0  , 0.00 , 1.16 ,.     , 0.00 ,  0.0 ,  2.9 ,  0.0 ,  0.0 ,  0.0 ,  8.3 ,506.0 ,  6.0 ,  0.1 , 20.9 ,  6.1 , 45.1 , 16.8 ,  8.8 ,  0.0 , 2.1  ,14.6  , 77.7 , 18   , 93   , 39.7 ,  8.2 ,123.4 ,131.6 , 38.9 , 25.0 ,  0.0 , 25.0 ,  0.0 ,  0.0 , 42.9 , 12.5 ,16.4  ,37.4  , 4.0  ,49.0  ,4.8   ,0.8   ,4.0   ,
CC,F,3, 23.2 ,  0.0 ,  1.4 ,  2.9 ,  0.0 , 24.6 ,  1.4 ,  8.6 ,  2.9 , 14.5 , 76.8 ,  0.0 ,  0.0 , 10.1 ,  0.0 , 10.1 , 89.9 ,  0.0 ,  0.0 , 14.7 , 64.9 ,  0.0 , 79.6 , 20.4 ,  0.0 ,.     , 3.1  ,.     ,52.4  ,156   ,57.0  ,23.6  , 47.9 , 37.8 , 29.1 , 16.0 ,  7.3 , 13.1 , 1.1  , 10.1 ,  1.4 ,110   ,68.5  , 89.3 ,2.19  ,2.74  ,2.35  ,2.25  ,2.80  ,2.41  , 2.0  , 0.5  ,  8.8 ,  7.4 ,.     ,  7.4 ,.     ,33.1  ,.     ,  3.0 ,  8.8 , 0.6  ,.     , 0.6  , 0.00 , 0.67 ,.     , 0.00 ,  1.4 ,  1.4 ,  0.0 ,  0.0 ,  0.0 , 10.7 ,525.5 ,  4.5 ,  0.1 , 22.1 ,  6.9 , 34.9 , 16.2 ,  7.3 ,  0.0 , 1.4  ,14.7  , 85.0 , 32   , 84   , 33.0 ,  8.1 , 92.6 ,161.0 , 31.4 , 12.5 ,  0.0 , 12.5 ,  0.0 ,  0.0 , 21.4 ,  6.3 ,16.4  ,32.5  , 4.2  ,49.0  ,4.9   ,1.1   ,3.8   ,
CC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  9.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 31.6 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,3, 20.4 ,  0.0 ,  0.7 ,  2.1 ,  0.0 , 46.1 ,  5.0 , 20.4 ,  8.1 , 18.3 , 81.7 ,  0.0 ,  0.0 ,  6.5 ,  0.0 ,  6.5 , 93.5 ,  0.0 ,  0.0 , 10.5 , 74.4 ,  0.0 , 84.9 , 15.2 ,  0.0 ,.     ,.     , 20.7 ,52.6  ,161   ,59.3  ,22.9  , 32.0 , 22.5 , 15.3 , 16.7 ,  8.2 , 13.9 , 0.9  ,  8.6 ,  1.4 ,112   ,70.9  , 91.3 ,2.59  ,3.26  ,2.68  ,2.65  ,3.34  ,2.72  , 1.2  , 0.3  , 43.1 , 36.3 ,.     ,.     ,.     ,.     ,.     ,.     , 40.8 , 5.2  ,.     ,.     , 0.11 , 6.11 ,.     ,.     ,  2.9 ,  3.8 ,  0.0 ,  0.7 ,  0.0 , 12.8 ,579.5 ,  4.8 ,  0.1 , 21.4 ,  7.4 , 54.5 , 16.7 , 11.0 ,  0.0 , 1.4  ,15.3  , 89.3 , 26   , 87   , 33.0 ,  7.7 , 95.9 ,149.9 , 22.9 , 37.6 ,  0.0 , 37.6 ,  0.0 ,  0.0 , 28.9 ,  6.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,M,1, 13.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 43.3 , 10.0 , 13.3 ,  3.3 , 40.0 , 86.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 0.1  ,.     ,.     ,50.3  ,165   ,60.7  ,22.2  , 10.0 , 10.0 ,  6.7 , 13.3 ,  6.7 , 10.0 , 0.9  ,  6.7 ,  6.7 ,123   ,85.2  ,104.1 ,2.92  ,3.69  ,2.95  ,3.01  ,3.79  ,3.06  , 0.2  , 0.5  , 76.7 , 76.7 , 76.7 ,.     ,24.8  ,.     , 43.3 ,.     , 46.7 , 5.2  , 5.2  ,.     , 8.33 ,14.38 , 8.33 ,.     , 53.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,157.3 ,180.1 ,229.7 ,  0.9 , 59.8 ,  9.7 , 17.6 , 31.7 ,  0.0 ,  0.0 ,26.3  , 5.4  , 41.1 ,142   ,172   , 30.1 , 44.9 , 52.1 ,107.2 ,  0.0 ,  5.6 ,  0.0 ,  5.6 , 61.1 ,  0.0 ,  0.0 , 61.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,M,2,  6.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 33.3 ,  0.0 ,  6.7 , 10.0 , 16.7 , 80.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 0.1  ,.     ,.     ,50.0  ,164   ,61.7  ,22.8  , 10.0 , 10.0 ,  6.7 ,  6.7 ,  6.7 ,  6.7 , 1.2  ,  6.7 ,  3.3 ,132   ,95.5  ,113.8 ,2.88  ,3.32  ,3.17  ,2.93  ,3.37  ,3.24  , 0.1  , 0.0  , 76.7 , 73.3 , 73.3 ,.     ,21.3  ,.     , 56.7 ,.     , 20.0 , 4.4  , 4.4  ,.     ,13.81 ,18.87 ,13.81 ,.     , 63.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,181.7 ,227.4 ,253.0 ,  0.0 ,124.7 ,  2.3 , 39.7 , 30.4 ,  3.3 ,  3.3 ,25.8  , 4.7  ,  9.4 ,108   ,150   , 21.7 , 26.1 , 40.8 , 58.0 ,  0.0 ,  5.3 ,  0.0 ,  5.3 , 63.2 ,  0.0 ,  0.0 , 63.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,M,3, 10.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 38.3 ,  5.0 , 10.0 ,  6.7 , 28.4 , 83.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 0.1  ,.     ,.     ,50.1  ,165   ,61.2  ,22.5  , 10.0 , 10.0 ,  6.7 , 10.0 ,  6.7 ,  8.3 , 1.1  ,  6.7 ,  5.0 ,128   ,90.4  ,109.0 ,2.90  ,3.50  ,3.06  ,2.97  ,3.58  ,3.15  , 0.2  , 0.3  , 76.7 , 75.0 , 75.0 ,.     ,23.1  ,.     , 50.0 ,.     , 33.4 , 4.8  , 4.8  ,.     ,11.07 ,16.63 ,11.07 ,.     , 58.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,169.5 ,203.8 ,241.3 ,  0.5 , 92.3 ,  6.0 , 28.7 , 31.1 ,  1.6 ,  1.6 ,26.1  , 5.1  , 25.3 ,125   ,161   , 25.9 , 35.5 , 46.5 , 82.6 ,  0.0 ,  5.5 ,  0.0 ,  5.5 , 62.2 ,  0.0 ,  0.0 , 62.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,F,1,  6.7 ,  0.0 ,  0.0 , 10.0 ,  0.0 , 16.7 ,  0.0 ,  3.3 ,  0.0 , 26.7 , 70.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,.     , 2.3  ,.     ,47.8  ,154   ,52.9  ,22.2  , 40.0 , 36.7 , 31.0 , 20.0 ,  6.7 , 16.7 , 0.9  , 20.0 , 20.0 ,116   ,79.3  , 97.8 ,2.07  ,2.50  ,2.22  ,2.13  ,2.56  ,2.30  , 0.2  , 0.7  , 40.0 , 36.7 ,.     , 36.7 ,.     ,22.8  ,.     , 23.3 ,  6.7 , 0.3  ,.     , 0.3  , 6.67 , 7.00 ,.     , 6.67 , 36.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,153.4 ,136.5 ,202.7 ,  5.1 , 52.5 ,  8.9 , 20.5 , 32.0 , 10.0 ,  0.0 ,28.4  , 3.6  , 34.4 ,170   ,166   , 25.6 , 30.7 , 60.0 , 93.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 16.7 ,  0.0 ,  0.0 , 16.7 ,16.1  ,28.2  , 4.2  ,52.0  ,5.1   ,0.8   ,4.3   ,
FA,F,2,  6.7 ,  0.0 ,  3.3 ,  0.0 ,  0.0 , 10.0 ,  3.3 ,  3.3 ,  0.0 , 23.3 , 76.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,.     , 2.7  ,.     ,47.1  ,154   ,55.0  ,23.3  , 23.3 , 23.3 , 23.3 , 13.3 , 10.0 , 10.0 , 0.4  , 20.0 ,  6.7 ,127   ,89.3  ,108.3 ,2.35  ,2.43  ,3.31  ,2.40  ,2.49  ,3.39  , 0.0  , 0.3  , 43.3 , 43.3 ,.     , 43.3 ,.     ,17.2  ,.     , 40.0 ,  3.3 , 0.7  ,.     , 0.7  , 7.62 , 8.39 ,.     , 7.62 , 40.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,132.4 ,172.6 ,195.0 ,  0.0 , 53.4 ,  0.5 , 15.1 , 30.5 ,  6.7 ,  0.0 ,24.6  , 6.1  , 14.4 ,122   ,133   ,  9.5 , 21.3 , 32.2 , 87.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 41.7 ,  0.0 ,  0.0 , 41.7 ,16.0  ,27.8  , 3.7  ,49.0  ,5.4   ,0.9   ,4.4   ,
FA,F,3,  6.7 ,  0.0 ,  1.6 ,  5.0 ,  0.0 , 13.3 ,  1.6 ,  3.3 ,  0.0 , 25.0 , 73.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,.     , 2.5  ,.     ,47.5  ,154   ,54.0  ,22.8  , 31.7 , 30.0 , 27.2 , 16.7 ,  8.3 , 13.3 , 0.7  , 20.0 , 13.3 ,122   ,84.3  ,103.0 ,2.21  ,2.47  ,2.77  ,2.27  ,2.53  ,2.85  , 0.1  , 0.5  , 41.6 , 40.0 ,.     , 40.0 ,.     ,20.0  ,.     , 31.7 ,  5.0 , 0.5  ,.     , 0.5  , 7.15 , 7.70 ,.     , 7.15 , 38.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,142.9 ,154.6 ,198.8 ,  2.5 , 53.0 ,  4.7 , 17.8 , 31.3 ,  8.3 ,  0.0 ,26.5  , 4.8  , 24.4 ,146   ,150   , 17.6 , 26.0 , 46.1 , 90.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 29.2 ,  0.0 ,  0.0 , 29.2 ,16.1  ,28.0  , 4.0  ,50.5  ,5.3   ,0.9   ,4.4   ,
FA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
FA,T,3,  8.3 ,  0.0 ,  0.8 ,  2.5 ,  0.0 , 25.8 ,  3.3 ,  6.7 ,  3.3 , 26.7 , 78.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,.     ,.     ,  0.0 ,48.8  ,159   ,57.6  ,22.6  , 20.8 , 20.0 , 16.9 , 13.3 ,  7.5 , 10.8 , 0.9  , 13.3 ,  9.2 ,125   ,87.3  ,106.0 ,2.56  ,2.99  ,2.91  ,2.62  ,3.05  ,3.00  , 0.1  , 0.4  , 59.2 , 57.5 ,.     ,.     ,.     ,.     ,.     ,.     , 19.2 , 2.7  ,.     ,.     , 9.11 ,12.16 ,.     ,.     , 48.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,156.2 ,179.2 ,220.1 ,  1.5 , 72.6 ,  5.4 , 23.2 , 31.2 ,  5.0 ,  0.8 ,26.3  , 5.0  , 24.8 ,136   ,155   , 21.7 , 30.8 , 46.3 , 86.6 ,  0.0 ,  2.7 ,  0.0 ,  2.7 , 45.7 ,  0.0 ,  0.0 , 45.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,1,  3.3 ,  0.0 ,  3.3 ,  0.0 ,  0.0 , 76.7 , 13.3 , 60.0 , 26.7 , 83.3 ,100.0 ,  0.0 ,  3.3 ,  3.3 ,  3.3 , 10.0 , 90.0 ,  0.0 , 66.7 ,  6.7 ,  3.3 ,  3.3 , 13.3 , 20.0 ,  0.0 , 0.5  ,.     ,.     ,50.5  ,169   ,65.6  ,23.0  , 20.0 ,  0.0 ,  0.0 , 26.7 , 13.3 , 13.3 , 0.9  ,  3.3 ,  0.0 ,126   ,83.8  ,105.1 , .    , .    , .    , .    , .    , .    , 2.9  , 0.0  , 83.3 , 80.0 , 80.0 ,.     ,23.3  ,.     , 53.3 ,.     , 76.7 ,14.5  ,14.5  ,.     , 3.81 ,20.52 , 3.81 ,.     , 23.3 ,  3.3 ,  0.0 ,  0.0 ,  0.0 , 38.4 ,370.0 , 11.2 ,  0.5 ,  7.3 ,  9.5 ,  7.3 , 30.1 , 86.7 , 80.0 , 6.0  ,24.1  , 97.0 , 85   ,311   , 78.2 ,117.1 ,205.2 ,210.2 , 49.7 , 86.2 , 10.3 , 89.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,2,  3.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 82.8 , 10.3 , 72.4 , 31.0 , 58.6 ,100.0 ,  0.0 ,  3.4 ,  0.0 , 10.3 , 13.8 , 86.2 ,  0.0 , 41.4 , 27.6 ,  6.9 ,  3.4 , 37.9 , 20.7 ,  0.0 , 0.5  ,.     ,.     ,51.2  ,168   ,64.9  ,22.9  ,  6.9 ,  6.9 ,  3.4 , 17.2 ,  3.4 , 13.8 , 1.6  ,  3.4 ,  0.0 ,137   ,87.6  ,112.2 , .    , .    , .    , .    , .    , .    , 0.4  , 0.1  , 89.7 , 75.9 , 75.9 ,.     ,22.1  ,.     , 58.6 ,.     , 69.0 ,10.9  ,10.9  ,.     , 1.97 ,14.59 , 1.97 ,.     , 37.9 , 17.2 ,  0.0 ,  0.0 ,  0.0 , 42.7 ,387.6 , 31.4 ,  0.0 ,  5.4 ,  8.0 , 40.8 , 29.7 , 69.0 , 51.7 , 4.6  ,25.1  , 70.9 ,142   ,289   ,133.7 , 70.8 ,131.2 ,221.4 , 41.4 ,100.0 ,  7.1 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,M,3,  3.4 ,  0.0 ,  1.6 ,  0.0 ,  0.0 , 79.8 , 11.8 , 66.2 , 28.9 , 71.0 ,100.0 ,  0.0 ,  3.4 ,  1.6 ,  6.8 , 11.9 , 88.1 ,  0.0 , 54.1 , 17.2 ,  5.1 ,  3.4 , 25.6 , 20.4 ,  0.0 , 0.5  ,.     ,.     ,50.9  ,169   ,65.3  ,22.9  , 13.5 ,  3.5 ,  1.7 , 21.9 ,  8.3 , 13.6 , 1.3  ,  3.4 ,  0.0 ,132   ,85.7  ,108.7 ,.     ,.     ,.     ,.     ,.     ,.     , 1.6  , 0.1  , 86.5 , 78.0 , 78.0 ,.     ,22.7  ,.     , 56.0 ,.     , 72.9 ,12.7  ,12.7  ,.     , 2.89 ,17.55 , 2.89 ,.     , 30.6 , 10.3 ,  0.0 ,  0.0 ,  0.0 , 40.6 ,378.8 , 21.3 ,  0.3 ,  6.4 ,  8.8 , 24.0 , 29.9 , 77.9 , 65.9 , 5.3  ,24.6  , 84.0 ,114   ,300   ,106.0 , 94.0 ,168.2 ,215.8 , 45.6 , 93.1 ,  8.7 , 94.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,F,1,  6.9 ,  0.0 ,  0.0 , 10.3 ,  0.0 , 58.6 ,  0.0 , 41.4 ,  6.9 , 72.4 , 93.1 ,  0.0 ,  0.0 ,  3.4 , 20.7 , 24.1 , 75.9 ,  0.0 , 79.3 , 10.3 ,  3.4 ,  0.0 , 13.8 ,  6.9 ,  0.0 ,.     , 2.1  ,.     ,48.1  ,157   ,63.8  ,25.8  , 41.4 , 10.3 , 14.3 ,  3.4 ,  0.0 ,  3.4 , 0.1  ,  0.0 ,  0.0 ,136   ,85.6  ,110.7 , .    , .    , .    , .    , .    , .    , 0.5  , 0.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.7 ,384.0 , 17.3 ,  0.0 ,  6.0 ,  8.6 , 28.8 , 29.0 , 79.3 , 72.4 , 5.7  ,23.2  , 69.5 , 73   ,291   ,102.6 , 96.4 ,155.2 ,144.8 , 26.9 , 96.3 ,  3.7 , 96.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.3  ,29.1  , 3.5  ,50.0  ,4.0   ,1.0   ,3.0   ,
HA,F,2, 17.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 27.6 ,  3.4 , 17.2 , 17.2 , 44.8 , 89.7 ,  3.4 , 10.3 ,  0.0 , 10.3 , 20.7 , 75.9 ,  0.0 , 62.1 , 17.2 ,  3.4 , 10.3 , 31.0 ,  6.9 ,  0.0 ,.     , 2.1  ,.     ,52.9  ,156   ,64.1  ,26.4  , 51.7 , 34.5 , 29.2 , 13.8 , 10.3 , 10.3 , 1.5  , 24.1 , 20.7 ,135   ,87.2  ,111.1 , .    , .    , .    , .    , .    , .    , 0.8  , 0.1  ,  3.4 ,  3.4 ,.     ,  3.4 ,.     ,16.0  ,.     ,  3.4 ,  3.4 , 0.2  ,.     , 0.2  , 0.00 , 0.23 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 28.5 ,328.5 , 23.4 ,  0.0 ,  9.7 ,  7.7 , 65.4 , 30.6 , 69.0 , 44.8 , 3.3  ,27.4  , 69.1 ,122   ,292   ,176.9 ,104.3 ,146.1 ,177.9 , 24.8 , 88.0 ,  0.0 , 88.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.2  ,28.9  , 3.7  ,48.0  ,4.7   ,0.8   ,3.8   ,
HA,F,3, 12.1 ,  0.0 ,  0.0 ,  5.2 ,  0.0 , 43.1 ,  1.7 , 29.3 , 12.1 , 58.6 , 91.4 ,  1.7 ,  5.2 ,  1.7 , 15.5 , 22.4 , 75.9 ,  0.0 , 70.7 , 13.8 ,  3.4 ,  5.2 , 22.4 ,  6.9 ,  0.0 ,.     , 2.1  ,.     ,50.5  ,157   ,63.9  ,26.1  , 46.6 , 22.4 , 21.8 ,  8.6 ,  5.2 ,  6.9 , 0.8  , 12.1 , 10.3 ,136   ,86.4  ,110.9 ,.     ,.     ,.     ,.     ,.     ,.     , 0.7  , 0.1  ,  1.7 ,  1.7 ,.     ,  1.7 ,.     ,16.0  ,.     ,  1.7 ,  1.7 , 0.1  ,.     , 0.1  , 0.00 , 0.12 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 26.6 ,356.3 , 20.4 ,  0.0 ,  7.8 ,  8.2 , 47.1 , 29.8 , 74.2 , 58.6 , 4.5  ,25.3  , 69.3 , 98   ,292   ,139.8 ,100.4 ,150.7 ,161.4 , 25.9 , 92.2 ,  1.9 , 92.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.3  ,29.0  , 3.6  ,49.0  ,4.4   ,0.9   ,3.4   ,
HA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
HA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  5.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
