County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
AC,M,3,  4.53, 59.48, 78.20,126.39, 13.92, 99.16, 83.50, 13.11, 42.89, 81.49, 14.84, 70.55,  0.41,  0.00,  0.00, 29.13,  0.00,  0.00,  1.49,  9.62, 16.28,  8.89,  5.69,  1.47, 12.65, 11.87, 77.71,135.87, 27.47,  1.76,113.28, 16.80, 10.74,  0.00,108.48,.     ,.     ,.     , 15.49,  7.81,  3.00,  8.39,  1.17,  2.10,  2.10,  0.00,  0.00,  0.48,  0.78,  3.92,  7.35,  3.38, 10.10,  0.73,  0.91,  1.49,  7.86,  2.51,  2.07,  0.38, 12.92,  0.63, 35.42,  0.75,155.80,  1.76, 51.08,  6.89,380.09,  5.75,  9.37,370.08,  4.82, 50.76,  3.50,  3.84,  3.87,  2.69, 32.41,  4.44,145.69, 12.96, 14.55, 14.55,.     , 14.55,.     ,.     ,  1.47,  2.13,  1.14,  2.37, 37.11, 63.10,  6.02, 21.05, 18.03,  5.43,  4.56, 18.39,  0.00,  0.00, 15.70,.     , 22.65, 18.66,  3.99,  1.57,  0.85,  5.41,  1.14,  1.71,  9.12,  3.28,  1.57,  1.42,  0.00,  0.00,  2.56,
AC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,F,3,  2.72, 38.04, 61.40, 84.80,  7.19, 63.24, 57.37,  6.86, 27.43, 33.65, 10.41, 28.80,  0.33,  1.21,  0.00,  4.71,  0.00,  1.64,  0.00,  3.64, 10.72, 10.92,  2.15,  0.00,  3.94,  3.94, 17.72, 50.10, 13.93,  0.89, 33.75,  5.19,  0.67,  0.00,.     , 27.54, 11.97,  9.44,  7.23,  2.55,  4.13, 13.90,  0.00, 10.28, 10.28,  0.00,  0.00,  0.33,  0.00,  2.09,  9.35,  3.03,  3.59,  0.88,  0.00,  2.25,  2.11,  1.67,  1.52,  0.78,  9.98, 10.27, 27.88,  0.00,101.31,  1.67, 50.26,  5.54,177.26,  3.98,  3.36,170.88,  2.00, 51.99,  4.96,  0.00,  0.00,  0.72, 21.26,  1.61, 55.01, 26.14, 26.57,.     , 26.57, 26.57,  0.39,  0.00,  3.46,  2.42,  1.32,  7.26, 17.27, 21.60,  2.84,  5.42,  9.08,  6.53,  9.76, 12.05,  0.39,  0.00,  9.17,  0.06, 13.60, 10.82,  2.78,  1.08,  0.31,  2.16,  0.77,  0.46,  6.03,  2.32,  1.85,  0.31,  0.00,  0.00,  1.55,
AC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
AC,T,3,  3.63, 48.76, 69.80,105.59, 10.55, 81.20, 70.44,  9.98, 35.16, 57.57, 12.63, 49.67,  0.37,  0.60,  0.00, 16.92,  0.00,  0.82,  0.74,  6.63, 13.50,  9.91,  3.92,  0.73,  8.29,  7.90, 47.71, 92.98, 20.70,  1.32, 73.52, 11.00,  5.71,  0.00,.     ,.     ,.     ,.     , 11.36,  5.18,  3.56, 11.15,  0.58,  6.19,  6.19,  0.00,  0.00,  0.41,  0.39,  3.00,  8.35,  3.21,  6.84,  0.81,  0.46,  1.87,  4.99,  2.09,  1.79,  0.58, 11.45,  5.45, 31.65,  0.38,128.56,  1.72, 50.67,  6.21,278.68,  4.87,  6.36,270.48,  3.41, 51.38,  4.23,  1.92,  1.94,  1.71, 26.84,  3.03,100.35, 19.55, 20.56,.     ,.     , 20.56,.     ,.     ,  2.46,  2.27,  1.23,  4.82, 27.19, 42.35,  4.43, 13.24, 13.56,  5.98,  7.16, 15.22,  0.20,  0.00, 12.44,.     , 18.13, 14.74,  3.39,  1.33,  0.58,  3.79,  0.95,  1.08,  7.58,  2.80,  1.71,  0.86,  0.00,  0.00,  2.06,
BA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,M,3,  3.94, 94.66,195.10,194.89, 19.09, 90.22,108.31, 18.14, 86.58, 95.32, 40.89, 92.25,  2.07,  8.31,  6.86, 43.14,  1.34,  4.66,  0.00,  5.96,  0.00, 15.84,  8.18,  3.03,  2.13,  2.13,438.66,145.43,  4.90,  1.93, 91.70,  0.00,  2.59,  0.00, 95.62,.     ,.     ,.     ,  0.00,  5.07,  5.13,  4.14,  1.48,  9.22,  9.22,  0.00,  0.00,  2.04,  4.74,  3.48, 16.14,  4.24,  4.64,  2.83,  0.00,  1.47,  2.57,  3.97,  5.11,  1.07,  9.10,101.67, 65.85,  0.75,297.44,  3.23,214.04, 19.16,293.74, 15.82, 22.03,268.61,  7.92, 70.90, 22.89,  1.04,  5.75,  4.66, 46.31,  6.58,138.01,  0.00,  8.19,  8.19,.     ,  6.08,.     ,.     ,  0.00,  0.00,  2.04,  6.57, 76.35, 71.77, 11.55, 14.08, 11.61,  3.78,  8.86, 23.55,  1.37,  0.00, 11.91,.     , 19.72, 16.46,  3.27,  4.62,  0.90,  1.47,  0.00,  1.35,  6.09,  0.79,  2.59,  0.00,  0.00,  0.00,  0.79,
BA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,F,3,  3.08, 50.13,121.89,127.94, 13.29, 71.50,102.27, 12.97, 25.67, 32.96, 44.64, 73.03,  2.59,  8.16, 10.48, 35.34,  0.72,  0.50,  0.00,  2.73,  0.00,  8.84,  5.27,  2.40,  0.00,  0.00,288.19, 75.08,  0.00,  1.00, 32.14,  0.89,  0.00,  0.00,.     , 43.74,  7.70, 46.96,  0.00,  0.00,  2.36,  3.21,  0.37, 11.37, 10.17,  0.00,  0.00,  1.03,  7.98,  0.77,  9.86,  1.74,  1.86,  1.80,  0.00,  1.31,  1.20, 10.59,  4.52,  1.31,  8.03, 77.62, 47.08,  2.11,297.05,  8.48,154.90, 22.18,173.80, 20.14, 26.29,147.51,  3.44, 46.22, 16.07,  1.20,  3.82,  1.05, 22.76,  2.04, 54.91,  0.00,  4.96,.     ,  4.96,  3.47, 10.01,  6.05,  0.00,  1.06,  2.49,  6.46, 15.49, 19.20,  3.23,  2.89,  3.72,  0.66,  9.84, 12.55,  0.34,  1.20,  9.56,  1.86, 15.39, 13.83,  1.56,  5.89,  0.60,  1.56,  0.00,  1.08,  3.97,  0.24,  1.68,  0.00,  0.00,  0.00,  0.24,
BA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BA,T,3,  3.51, 72.39,158.50,161.41, 16.19, 80.86,105.29, 15.56, 56.13, 64.14, 42.77, 82.64,  2.33,  8.24,  8.67, 39.24,  1.03,  2.58,  0.00,  4.34,  0.00, 12.34,  6.72,  2.71,  1.06,  1.06,363.43,110.26,  2.45,  1.47, 61.92,  0.45,  1.29,  0.00,.     ,.     ,.     ,.     ,  0.00,  2.54,  3.75,  3.67,  0.93, 10.29,  9.70,  0.00,  0.00,  1.54,  6.36,  2.13, 13.00,  2.99,  3.25,  2.31,  0.00,  1.39,  1.89,  7.28,  4.82,  1.19,  8.56, 89.65, 56.46,  1.43,297.25,  5.86,184.47, 20.67,233.77, 17.98, 24.16,208.06,  5.68, 58.56, 19.48,  1.12,  4.79,  2.85, 34.54,  4.31, 96.46,  0.00,  6.58,.     ,.     ,  4.78,.     ,.     ,  0.00,  0.53,  2.27,  6.52, 45.92, 45.48,  7.39,  8.48,  7.67,  2.22,  9.35, 18.05,  0.86,  0.60, 10.74,.     , 17.55, 15.15,  2.42,  5.25,  0.75,  1.52,  0.00,  1.22,  5.03,  0.52,  2.13,  0.00,  0.00,  0.00,  0.52,
BB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,M,3,   .  ,   .  ,155.83,   .  , 16.44, 97.23,   .  , 15.22,   .  ,122.37,   .  , 42.35,   .  ,  4.57,   .  , 28.99,   .  ,  1.59,   .  ,  0.00,  0.00,   .  ,  7.05,  3.00,  1.40,  0.60,241.99,207.34, 12.39,   .  , 90.89,  4.83,  4.87,  5.88,100.06,.     ,.     ,.     , 10.27,  4.17,   .  ,  6.37,   .  , 20.16, 15.07,   .  ,  1.30,   .  ,  6.78,   .  ,  8.87,   .  ,  9.08,   .  ,  0.00,   .  ,  5.33,   .  ,  4.97,   .  , 10.44, 18.91,116.65,   .  ,344.53,   .  ,152.47,   .  ,139.57,   .  ,  4.40,134.27,   .  , 59.34, 14.59,  0.00,  3.87,   .  , 38.48,   .  ,129.37,  0.00, 19.13, 19.13,.     , 14.74,.     ,.     ,  1.18,  5.09,   .  , 11.35,   .  ,100.08,   .  , 29.29,   .  ,  2.19,   .  , 19.69,   .  ,  0.60,  8.99,.     ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,
BB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,F,3,   .  ,   .  , 92.60,   .  , 10.73, 70.92,   .  , 10.16,   .  , 57.11,   .  , 31.87,   .  ,  1.92,   .  , 20.42,   .  ,  3.25,   .  ,  0.00,  0.00,   .  ,  3.29,  1.92,  0.00,  0.00, 94.75, 51.20,  9.34,   .  , 29.28,  2.97,  0.00,  1.28,.     , 41.71, 11.38, 61.89,  5.68,  3.11,   .  ,  5.59,   .  , 20.65, 17.80,   .  ,  0.00,   .  ,  2.18,   .  ,  2.70,   .  ,  2.08,   .  ,  0.00,   .  ,  2.08,   .  ,  4.28,   .  , 29.98, 11.12, 78.15,   .  ,303.05,   .  ,125.40,   .  ,153.54,   .  ,  5.35,143.11,   .  , 24.00,  5.85,  0.92,  0.00,   .  , 15.95,   .  , 45.23,  0.00, 11.32,.     , 11.32, 10.66,   .  ,  3.39,  0.00,  5.86,   .  ,  4.12,   .  , 46.40,   .  ,  9.20,   .  ,  2.08,   .  , 10.72,   .  ,  0.00,  8.58,  1.65,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,
BB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,T,3,.     ,.     ,124.22,.     , 13.59, 84.08,.     , 12.69,.     , 89.74,.     , 37.11,.     ,  3.25,.     , 24.71,.     ,  2.42,.     ,  0.00,  0.00,.     ,  5.17,  2.46,  0.70,  0.30,168.37,129.27, 10.87,.     , 60.09,  3.90,  2.44,  3.58,.     ,.     ,.     ,.     ,  7.97,  3.64,.     ,  5.98,.     , 20.41, 16.44,.     ,  0.65,.     ,  4.48,.     ,  5.79,.     ,  5.58,.     ,  0.00,.     ,  3.71,.     ,  4.63,.     , 20.21, 15.02, 97.40,.     ,323.79,.     ,138.94,.     ,146.56,.     ,  4.88,138.69,.     , 41.67, 10.22,  0.46,  1.94,.     , 27.21,.     , 87.30,  0.00, 15.22,.     ,.     , 12.70,.     ,.     ,  0.59,  5.48,.     ,  7.74,.     , 73.24,.     , 19.25,.     ,  2.14,.     , 15.21,.     ,  0.30,  8.79,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
