County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
ZI,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,M,3,  4.84, 44.92,628.41,441.11, 24.50, 75.22,170.84, 18.53,270.27,596.72, 15.56,131.82,  6.29,  8.40,  6.40, 99.03,  3.07,  0.00,  0.00,  6.95,  0.00, 15.33,  4.47,  4.34, 53.41, 53.41,  8.40,149.09, 14.46,  4.43,112.68,  8.40, 11.29,  4.64, 50.30,.     ,.     ,.     ,  4.34,  1.82, 12.42,  2.68, 49.77, 38.24,  0.00,  4.30,  3.26,  0.00,  3.65,  4.64, 11.63, 24.10,  3.14, 12.55,  5.48,  6.91, 25.15,  5.14,  1.82, 18.33, 49.74, 47.98, 10.71,206.14, 14.44,308.03, 24.09,145.05, 24.09, 54.83, 87.33, 31.94,355.43, 25.44,  0.00,  0.00, 26.91,304.37, 31.35,417.04,  3.87, 43.71, 43.71,.     , 39.65,.     ,.     , 15.91, 11.99, 13.86, 83.83,224.64,417.19,113.10,172.57, 36.63, 37.45, 44.20,168.75,  1.43, 10.78, 10.15,.     , 24.22, 19.26,  4.95,  7.15,  2.20,  2.20,  1.10,  0.00,  2.75,  1.10,  0.00,  0.00,  0.00,  0.00,  2.75,
ZI,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,F,3,  4.03, 65.28,257.18,223.15, 15.96, 61.62,118.68, 13.49,104.48,247.42, 10.33, 83.88,  3.38,  0.00,  0.00, 79.33,  1.69,  0.00,  0.00,  0.00,  0.00, 12.14,  3.51, 17.22, 13.66, 13.66,  0.00, 86.75,  0.00,  0.00, 67.82, 18.76,  8.61,  0.00,.     , 40.22,  8.61, 38.29,  9.95,  3.39, 17.22,  4.77, 47.82, 42.77,  1.69,  0.00,  0.00,  8.61,  0.00,  5.40, 10.16, 14.70,  3.38,  0.00,  0.00,  0.00, 28.27,  4.63,  2.07, 28.81, 77.66, 57.41,  9.24,189.09, 19.04,274.33, 11.85,117.56, 11.85, 52.79, 51.61, 12.88,172.83, 15.86,  0.00,  5.60, 12.88,122.23, 12.88,190.05, 10.25, 28.96,.     , 28.96, 28.96,  1.54,  0.00,  0.00,  0.00,  3.38, 45.27, 66.86,145.40, 19.10, 44.44,  4.77,  9.70, 35.92, 96.63,  1.69,  5.40, 13.85,  0.33, 20.14, 16.59,  3.55,  3.55,  1.18,  3.55,  0.00,  2.96,  2.96,  0.59,  0.00,  1.18,  0.00,  0.59,  0.59,
ZI,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZI,T,3,  4.44, 55.10,442.80,332.13, 20.23, 68.42,144.76, 16.01,187.38,422.07, 12.95,107.85,  4.83,  4.20,  3.20, 89.18,  2.38,  0.00,  0.00,  3.48,  0.00, 13.74,  3.99, 10.78, 33.53, 33.53,  4.20,117.92,  7.23,  2.21, 90.25, 13.58,  9.95,  2.32,.     ,.     ,.     ,.     ,  7.14,  2.60, 14.82,  3.73, 48.80, 40.51,  0.84,  2.15,  1.63,  4.30,  1.82,  5.02, 10.90, 19.40,  3.26,  6.28,  2.74,  3.46, 26.71,  4.88,  1.95, 23.57, 63.70, 52.70,  9.98,197.62, 16.74,291.18, 17.97,131.31, 17.97, 53.81, 69.47, 22.41,264.13, 20.65,  0.00,  2.80, 19.89,213.30, 22.12,303.55,  7.06, 36.34,.     ,.     , 34.30,.     ,.     ,  7.96,  6.00,  8.62, 64.55,145.75,281.30, 66.10,108.50, 20.70, 23.58, 40.06,132.69,  1.56,  8.09, 12.00,.     , 22.18, 17.93,  4.25,  5.35,  1.69,  2.88,  0.55,  1.48,  2.85,  0.85,  0.00,  0.59,  0.00,  0.29,  1.67,
ZJ,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,M,3,  3.39,123.53,507.78,373.88, 23.89, 72.12,148.51, 19.93,225.37,395.92, 17.16,131.75,  7.97,  0.00,  7.79,116.35,  0.00,  3.75,  0.00,  0.00,  0.00, 16.56,  3.97, 13.21, 35.58, 28.38, 16.65, 67.94, 34.22,  3.32,138.88,  7.19,  0.00,  0.00, 30.86,.     ,.     ,.     ,  4.73,  4.09,  0.00,  0.00, 47.42, 17.37,  0.00,  9.46,  4.08,  4.73,  5.40,  8.57,  8.25, 12.22,  1.94,  3.75,  6.32,  4.73, 22.70,  5.24,  0.00, 14.39, 25.91, 51.49, 14.38,268.25,  8.32,255.79, 28.20,176.36, 16.04, 64.27,103.81, 29.81,447.31, 24.14,  0.00,  0.00, 26.45,355.10, 29.77,493.98, 19.14, 40.39, 40.39,.     , 40.39,.     ,.     ,  0.00, 18.13,  3.34,140.43,204.73,363.34,125.65,148.62, 26.94, 33.22, 15.91, 25.65,  4.72,  6.92,  8.72,.     , 16.95, 12.20,  4.75,  3.39,  2.03,  1.36,  0.00,  0.68,  2.03,  0.68,  0.00,  0.68,  0.00,  0.00,  2.71,
ZJ,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,F,3,  2.78, 74.99,139.88,141.05, 14.28, 68.47, 79.89, 13.24, 61.16,104.30, 14.86,165.60,  7.01, 13.97,  3.69,126.16,  0.00,  7.24,  0.00,  0.00,  0.00,  4.24,  3.08,  4.55, 57.69, 57.69,  0.00, 47.80,  0.00,  0.00, 44.27,  0.00,  0.00,  0.00,.     , 37.04, 10.55, 41.55,  0.00,  2.40,  0.00,  3.69, 21.28, 10.30,  0.00,  0.00,  0.00,  7.70,  0.00,  0.00,  4.67,  5.03,  4.67,  0.00,  0.00,  0.00, 12.11,  3.47,  0.00,  0.00, 21.73, 21.10,  6.09,189.63,  6.02,157.74,  4.70,182.64,  4.70, 35.18,153.67,  6.09,162.63, 24.73,  0.00,  0.00,  2.40,100.35,  2.40,144.63,  7.24, 37.28,.     , 37.28, 37.28,  3.69,  0.00,  0.00, 12.52,  8.94, 40.24, 53.66,104.30, 28.72, 27.10, 18.30, 10.73,  3.69,  0.00,  3.81,  0.00,  9.19,  0.45, 13.89, 10.63,  3.27,  0.82,  2.45,  0.82,  0.00,  0.82,  1.63,  0.82,  0.00,  0.82,  0.00,  0.00,  2.45,
ZJ,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZJ,T,3,  3.08, 99.26,323.83,257.47, 19.09, 70.30,114.20, 16.59,143.27,250.11, 16.01,148.68,  7.49,  6.99,  5.74,121.25,  0.00,  5.50,  0.00,  0.00,  0.00, 10.40,  3.53,  8.88, 46.63, 43.03,  8.32, 57.87, 17.11,  1.66, 91.58,  3.60,  0.00,  0.00,.     ,.     ,.     ,.     ,  2.37,  3.25,  0.00,  1.84, 34.35, 13.84,  0.00,  4.73,  2.04,  6.22,  2.70,  4.29,  6.46,  8.63,  3.31,  1.88,  3.16,  2.37, 17.41,  4.36,  0.00,  7.20, 23.82, 36.30, 10.24,228.94,  7.17,206.77, 16.45,179.50, 10.37, 49.73,128.74, 17.95,304.97, 24.44,  0.00,  0.00, 14.42,227.73, 16.09,319.31, 13.19, 38.84,.     ,.     , 38.84,.     ,.     ,  0.00, 15.32,  6.14, 90.34,129.19,233.82, 77.19, 87.86, 22.62, 21.98,  9.80, 12.82,  4.26,  3.46,  8.96,.     , 15.42, 11.42,  4.01,  2.10,  2.24,  1.09,  0.00,  0.75,  1.83,  0.75,  0.00,  0.75,  0.00,  0.00,  2.58,
ZK,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZK,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZK,M,3,  2.59, 68.67,212.17,177.89, 12.81, 64.08, 64.73, 10.58,113.16,222.96,  5.13, 42.60,  2.47,  1.65,  0.49, 29.20,  0.18,  0.00,  0.00,  0.00,  0.00, 11.75,  3.52,  2.72, 14.20, 12.90, 24.09, 58.70, 22.14,  2.26, 81.03,  8.56,  3.29,  4.96, 76.30,.     ,.     ,.     , 12.12,  4.67, 11.44,  0.35, 28.96, 26.18,  0.15,  1.30,  0.66,  3.01,  0.00,  8.01,  4.57,  6.52,  0.85,  0.75,  1.20,  2.19,  7.03,  3.34,  0.20,  2.26, 29.67, 44.06,  2.06,179.55,  4.97,153.96,  7.83, 89.92,  6.19, 19.74, 45.77,  5.00,105.54,  8.23,  0.00,  1.83,  4.39, 72.57,  6.65,153.60,  1.93, 25.03, 25.03,.     , 24.43,.     ,.     ,  0.61,  1.39,  4.15, 36.88,102.85,191.08, 57.27,107.58, 20.25, 15.51,  6.78, 27.23,  3.00,  4.65,  7.49,.     , 12.96,  8.85,  4.11,  1.14,  0.70,  2.78,  0.38,  1.71,  1.77,  0.63,  0.06,  0.63,  0.00,  0.00,  1.45,
ZK,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZK,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZK,F,3,  2.02, 41.66, 92.46, 93.64,  7.18, 48.12, 53.54,  6.47, 40.11, 71.40,  3.73, 12.78,  0.93,  0.00,  0.94,  8.84,  0.35,  0.77,  0.00,  0.00,  0.00,  9.51,  1.79,  0.00,  6.09,  5.07,  1.32, 23.38, 20.14,  0.50, 18.55,  3.49,  1.17,  0.00,.     , 22.69, 20.06, 29.22,  4.85,  2.14,  4.19,  1.06, 46.87, 44.97,  0.42,  0.00,  0.65,  3.19,  0.73,  1.13,  4.54,  5.38,  0.75,  1.17,  0.85,  0.77,  5.02,  2.75,  0.17,  6.67, 21.82, 28.29,  1.14,152.35,  3.88,122.22,  7.23, 24.12,  5.87,  5.33, 17.32,  1.88, 38.09,  3.79,  0.00,  0.57,  1.51, 25.36,  2.01, 43.91,  2.00, 20.32,.     , 20.32, 16.21,  0.34,  0.00,  3.01,  1.38,  2.28, 21.34, 33.78, 55.27, 14.83, 31.70,  6.22,  7.00,  5.28, 15.67,  1.05,  0.46,  6.69,  0.07, 10.12,  8.16,  1.96,  1.28,  0.34,  2.70,  0.40,  1.21,  1.48,  0.74,  0.13,  0.13,  0.00,  0.07,  0.40,
ZK,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZK,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
