County, Sex, Xiang, Q005, Q006, Q007, Q008, Q010, Q012, Q013, Q014, Q019, Q020, Q022, Q023, Q024, Q025, Q027, Q030, Q043, Q044, Q045, Q049, Q050, Q051, Q052, Q053, Q054, Q055, Q056, Q057, Q058, Q059, Q060, Q061, Q062, Q063, Q064, Q065, Q066, Q067, Q068, Q069, Q089, Q090, Q091, Q092, Q093, Q094, Q095, Q096, Q097, Q098, Q099, Q100, Q101, Q102, Q103, Q104, Q105, Q106, Q107, Q108, Q109, Q110, Q111, Q112, Q113, Q114, Q115, Q116, Q117, Q118, Q119, Q120, Q121, Q122, Q123, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q147, Q166, Q167, Q170, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q178, Q179, Q180, Q181, Q182, Q184, Q185, Q186, Q187, Q188, Q189, Q190, Q191, Q192, 
ZN,F,3,  9.1 ,  0.0 ,.     ,.     ,.     , 25.8 ,  4.5 ,  0.0 , 47.0 ,.     ,  9.1 ,.     ,.     ,.     , 42.5 , 97.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  6.0 , 10.6 ,  0.0 , 18.1 , 28.8 , 84.9 , 21.3 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.6 ,  7.5 ,.     , 2.6  ,.     ,49.1  ,155   ,58.7  ,24.5  ,  3.0 ,  3.0 ,  0.0 ,  3.0 , 10.7 ,  1.5 , 34.9 ,  7.5 ,  3.0 ,  7.6 ,  1.5 ,  4.5 , 1.8  ,  6.1 ,  1.5 ,116   ,75.8  , 95.8 ,2.00  ,2.33  ,2.26  ,2.04  ,2.37  ,2.29  , 2.0  , 0.5  , 16.6 , 16.6 ,  6.0 ,  1.5 ,  1.5 ,  1.5 ,  1.5 ,.     ,  1.5 ,.     ,30.0  ,.     ,  0.0 ,  1.5 , 0.3  ,.     , 0.3  , 0.00 , 0.35 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 42.5 , 18.2 , 69.0 , 38   ,295   ,284.0 ,231.3 ,109.4 , 82.9 ,203.8 , 25.8 , 31.9 , 37.9 , 42.5 , 39.4 , 65.2 ,15.2  ,30.2  , 5.3  ,50.5  ,21.6  ,5.5   ,2.3   ,4.3   ,
ZN,T,1,.     ,.     ,4.9   ,  7.5 ,  4.5 ,.     ,.     ,.     ,.     ,  6.1 ,.     , 10.8 , 44.6 , 13.8 ,.     ,.     , 89.4 ,100.0 ,100.0 , 91.0 ,100.0 ,100.0 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,T,2,.     ,.     ,5.5   ,  6.0 , 54.5 ,.     ,.     ,.     ,.     , 25.4 ,.     , 34.3 , 44.8 , 10.4 ,.     ,.     , 64.2 , 98.5 , 98.5 , 86.2 , 97.0 , 96.9 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.6 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,T,3,  6.8 ,  0.7 ,5.2   ,  6.8 , 29.5 , 23.2 ,  5.2 ,  0.0 , 63.8 , 15.8 , 15.6 , 22.6 , 44.7 , 12.1 , 57.0 , 97.0 , 76.8 , 99.3 , 99.3 , 88.6 , 98.5 , 98.5 ,100.0 ,  4.5 , 11.9 ,  0.7 , 16.4 , 28.4 , 83.6 , 26.1 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  9.0 , 10.4 ,.     ,.     ,  0.8 ,49.0  ,160   ,62.3  ,24.4  ,  8.9 ,  7.4 ,  0.0 ,  4.5 ,  6.8 ,  0.8 , 33.6 ,  8.9 ,  4.4 , 19.2 ,  6.6 ,  8.2 , 4.2  ,  6.7 ,  3.0 ,117   ,77.4  , 96.9 ,2.38  ,2.86  ,2.60  ,2.41  ,2.91  ,2.65  , 2.0  , 0.5  , 16.4 , 20.1 ,  4.5 ,  5.2 ,  0.8 , 36.6 , 28.7 ,.     ,.     ,.     ,.     ,.     ,.     , 36.0 , 6.6  ,.     ,.     , 0.00 , 7.58 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 , 47.0 , 20.9 , 66.3 , 41   ,295   ,264.9 ,210.0 ,103.9 , 79.5 ,180.9 , 29.1 , 35.8 , 41.7 , 44.8 , 49.1 , 65.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,M,1,  3.0 ,  3.0 ,.     ,.     ,.     , 60.6 ,  0.0 ,  0.0 , 78.8 ,.     , 12.1 ,.     ,.     ,.     , 75.8 , 97.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 15.2 , 18.2 ,  3.0 ,  3.0 , 24.2 , 63.6 , 33.3 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 , 24.2 , 0.7  ,.     ,.     ,50.6  ,167   ,65.8  ,23.7  , 18.2 , 12.1 ,  0.0 ,  0.0 ,  9.1 ,  3.0 , 24.2 ,  3.0 ,  0.0 , 21.2 , 24.2 ,  6.1 ,15.0  ,  3.0 ,  0.0 ,121   ,82.0  ,101.6 ,2.75  ,3.34  ,2.59  ,2.71  ,3.31  ,2.58  , 2.3  , 0.4  ,  6.1 , 33.3 ,  0.0 , 18.2 ,  9.1 , 72.7 , 65.6 , 65.6 ,.     ,23.4  ,.     , 37.5 ,.     , 72.7 ,10.7  ,10.7  ,.     , 0.00 ,12.38 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 51.5 , 18.2 , 58.8 , 57   ,266   ,221.4 ,170.3 , 97.6 , 60.1 ,156.5 , 15.2 , 21.2 , 27.3 , 39.4 , 66.7 , 84.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,M,2,  0.0 ,  2.9 ,.     ,.     ,.     , 39.4 ,  0.0 ,  0.0 , 57.6 ,.     ,  5.9 ,.     ,.     ,.     , 43.8 , 93.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  9.1 ,  0.0 ,  0.0 ,  9.1 , 81.8 , 18.2 , 97.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 , 0.6  ,.     ,.     ,50.0  ,165   ,60.8  ,22.4  ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 , 21.2 ,  6.1 ,  0.0 , 27.3 ,  9.1 ,  3.0 , 5.0  ,  3.0 ,  0.0 ,115   ,75.3  , 95.1 ,2.55  ,3.14  ,2.57  ,2.56  ,3.13  ,2.57  , 4.0  , 1.7  ,  9.1 , 42.4 ,  3.0 ,  9.1 ,  3.0 , 84.8 , 72.7 , 72.7 ,.     ,22.5  ,.     , 42.4 ,.     , 81.8 ,13.2  ,13.2  ,.     , 0.00 ,15.28 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 69.7 , 48.5 , 66.2 , 40   ,316   ,207.4 ,214.0 ,149.0 , 81.0 ,100.2 ,  3.0 , 15.2 , 15.2 , 15.2 , 57.6 , 81.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,M,3,  1.5 ,  3.0 ,.     ,.     ,.     , 50.0 ,  0.0 ,  0.0 , 68.2 ,.     ,  9.0 ,.     ,.     ,.     , 59.8 , 95.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  7.6 , 13.7 ,  1.5 ,  1.5 , 16.6 , 72.7 , 25.8 , 98.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.5 , 13.6 , 0.7  ,.     ,.     ,50.3  ,166   ,63.3  ,23.1  , 10.6 ,  6.0 ,  0.0 ,  0.0 ,  4.5 ,  3.0 , 22.7 ,  4.5 ,  0.0 , 24.3 , 16.6 ,  4.5 ,10.0  ,  3.0 ,  0.0 ,118   ,78.7  , 98.3 ,2.65  ,3.24  ,2.58  ,2.64  ,3.22  ,2.58  , 3.1  , 1.1  ,  7.6 , 37.9 ,  1.5 , 13.7 ,  6.0 , 78.8 , 69.2 , 69.2 ,.     ,22.9  ,.     , 40.0 ,.     , 77.3 ,11.9  ,11.9  ,.     , 0.00 ,13.83 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 60.6 , 33.4 , 62.5 , 49   ,291   ,214.4 ,192.2 ,123.3 , 70.5 ,128.3 ,  9.1 , 18.2 , 21.3 , 27.3 , 62.2 , 83.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,F,1,  3.0 ,  0.0 ,.     ,.     ,.     , 78.8 ,  0.0 ,  0.0 , 39.4 ,.     ,  9.1 ,.     ,.     ,.     , 39.4 , 90.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 18.2 , 12.1 ,  0.0 ,  0.0 , 12.1 , 75.8 , 30.3 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 12.1 ,  0.0 ,.     , 2.3  ,.     ,50.0  ,153   ,57.3  ,24.4  ,  6.1 ,  0.0 ,  0.0 ,  0.0 , 12.1 ,  3.0 , 33.3 ,  6.1 ,  3.0 ,  6.1 ,  6.1 ,  0.0 ,  .   ,  3.0 ,  0.0 ,118   ,80.1  , 99.2 ,1.89  ,2.26  ,2.06  ,1.88  ,2.25  ,2.05  , 1.4  , 0.0  ,  6.1 , 39.4 ,  3.0 , 18.2 ,  0.0 ,  3.0 ,  3.0 ,.     ,  3.0 ,.     ,38.0  ,.     ,  0.0 ,  3.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 42.4 ,  0.0 , 57.1 , 38   ,307   ,248.7 ,152.4 , 92.7 , 87.1 , 91.1 ,  9.1 ,  6.1 , 15.2 , 18.2 , 39.4 , 57.6 ,15.8  ,29.6  , 5.0  ,50.0  ,21.6  ,4.8   ,2.0   ,4.2   ,
ZO,F,2,  3.0 ,  0.0 ,.     ,.     ,.     , 50.0 ,  0.0 ,  0.0 , 23.5 ,.     ,  2.9 ,.     ,.     ,.     , 20.6 , 90.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  2.9 ,  2.9 , 91.2 , 11.8 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.9 ,  2.9 ,.     , 1.8  ,.     ,49.2  ,155   ,56.7  ,23.6  ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.9 , 47.1 ,  8.8 ,  5.9 ,  5.9 ,  2.9 ,  5.9 , 5.5  ,  0.0 ,  0.0 ,118   ,75.1  , 96.4 ,1.77  ,2.09  ,1.95  ,1.82  ,2.13  ,2.00  , 3.0  , 0.9  , 11.8 , 38.2 ,  0.0 ,  2.9 ,  8.8 ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 64.7 , 41.2 , 64.6 , 51   ,310   ,237.3 ,157.3 , 95.5 , 76.9 ,189.1 ,  0.0 , 11.8 , 11.8 ,  5.9 , 32.4 , 64.7 ,16.3  ,29.3  , 4.4  ,50.0  ,22.3  ,4.6   ,1.4   ,4.4   ,
ZO,F,3,  3.0 ,  0.0 ,.     ,.     ,.     , 64.4 ,  0.0 ,  0.0 , 31.4 ,.     ,  6.0 ,.     ,.     ,.     , 30.0 , 90.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  9.1 ,  6.0 ,  0.0 ,  1.4 ,  7.5 , 83.5 , 21.1 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.5 ,  1.4 ,.     , 2.0  ,.     ,49.6  ,154   ,57.0  ,24.0  ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,  3.0 , 40.2 ,  7.5 ,  4.5 ,  6.0 ,  4.5 ,  3.0 , 5.5  ,  1.5 ,  0.0 ,118   ,77.6  , 97.8 ,1.83  ,2.17  ,2.00  ,1.85  ,2.19  ,2.02  , 2.2  , 0.5  ,  9.0 , 38.8 ,  1.5 , 10.5 ,  4.4 ,  1.5 ,  1.5 ,.     ,  1.5 ,.     ,38.0  ,.     ,  0.0 ,  1.5 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 53.6 , 20.6 , 60.9 , 45   ,309   ,243.0 ,154.9 , 94.1 , 82.0 ,140.1 ,  4.5 ,  9.0 , 13.5 , 12.1 , 35.9 , 61.2 ,16.1  ,29.5  , 4.7  ,50.0  ,22.0  ,4.7   ,1.7   ,4.3   ,
ZO,T,1,.     ,.     ,5.1   , 10.6 , 47.0 ,.     ,.     ,.     ,.     ,  9.2 ,.     , 10.6 , 63.6 , 10.6 ,.     ,.     , 74.2 , 98.5 , 98.5 , 96.8 , 83.1 , 90.8 , 93.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  4.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,T,2,.     ,.     ,5.1   ,  6.2 , 74.2 ,.     ,.     ,.     ,.     , 27.7 ,.     , 19.4 , 68.7 ,  9.0 ,.     ,.     , 68.2 , 98.5 , 98.5 , 98.5 , 95.5 , 90.9 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  4.6 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,T,3,  2.3 ,  1.5 ,5.1   ,  8.4 , 60.6 , 57.2 ,  0.0 ,  0.0 , 49.8 , 18.4 ,  7.5 , 15.0 , 66.2 ,  9.8 , 44.9 , 93.2 , 71.2 , 98.5 , 98.5 , 97.7 , 89.3 , 90.9 , 96.9 ,  8.3 ,  9.8 ,  0.8 ,  1.5 , 12.1 , 78.1 , 23.4 , 99.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.5 ,  7.5 ,.     ,.     ,  4.7 ,50.0  ,160   ,60.1  ,23.5  ,  6.8 ,  3.0 ,  0.0 ,  0.0 ,  5.3 ,  3.0 , 31.5 ,  6.0 ,  2.2 , 15.1 , 10.6 ,  3.8 , 7.8  ,  2.3 ,  0.0 ,118   ,78.1  , 98.1 ,2.24  ,2.71  ,2.29  ,2.24  ,2.71  ,2.30  , 2.7  , 0.8  ,  8.3 , 38.3 ,  1.5 , 12.1 ,  5.2 , 40.1 , 35.3 ,.     ,.     ,.     ,.     ,.     ,.     , 39.4 , 6.0  ,.     ,.     , 0.00 , 6.92 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 , 57.1 , 27.0 , 61.7 , 47   ,300   ,228.7 ,173.5 ,108.7 , 76.3 ,134.2 ,  6.8 , 13.6 , 17.4 , 19.7 , 49.0 , 72.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,M,1,  0.0 ,  0.0 ,.     ,.     ,.     ,  9.1 ,  0.0 ,  0.0 , 51.5 ,.     , 21.2 ,.     ,.     ,.     , 68.8 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 97.0 ,  3.0 , 93.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  6.1 , 0.9  ,.     ,.     ,49.7  ,164   ,61.9  ,23.1  ,  9.1 ,  9.1 ,  0.0 ,  3.0 ,  3.0 ,  0.0 , 30.3 ,  9.1 ,  6.1 , 15.2 , 12.1 ,  9.1 , 4.3  ,  3.0 ,  3.0 ,117   ,76.6  , 96.9 ,2.70  ,3.31  ,3.04  ,2.68  ,3.26  ,3.00  , 2.9  , 0.9  ,  6.1 , 30.3 ,  3.0 ,  9.1 ,  3.0 , 62.5 , 61.3 , 61.3 ,.     ,21.1  ,.     , 38.7 ,.     , 60.6 , 6.0  , 6.0  ,.     , 0.00 , 6.96 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 57.6 , 15.2 , 91.5 , 39   ,313   ,344.8 ,327.1 ,156.7 , 55.4 ,134.6 , 18.2 , 24.2 , 24.2 , 21.2 , 48.5 , 51.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,M,2, 18.2 ,  0.0 ,.     ,.     ,.     , 18.2 ,  0.0 ,  0.0 , 90.9 ,.     , 24.2 ,.     ,.     ,.     , 84.8 , 97.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  6.1 , 97.0 ,  3.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  6.1 , 1.4  ,.     ,.     ,49.3  ,164   ,64.0  ,23.8  ,  9.1 , 12.1 ,  0.0 ,  3.0 ,  6.1 ,  0.0 , 18.2 , 12.1 ,  6.1 , 15.2 , 15.2 , 12.1 ,13.0  ,  3.0 ,  0.0 ,117   ,73.3  , 95.0 ,2.62  ,3.31  ,2.81  ,2.63  ,3.35  ,2.84  , 2.6  , 1.9  ,  6.1 , 42.4 , 15.2 , 12.1 , 12.1 , 69.7 , 63.6 , 63.6 ,.     ,20.1  ,.     , 54.5 ,.     , 69.7 ,13.4  ,13.4  ,.     , 0.00 ,15.42 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 81.8 , 60.6 , 61.8 , 37   ,302   ,290.7 ,283.0 ,117.9 , 84.0 ,120.9 , 30.3 , 42.4 , 45.5 , 78.8 , 72.7 , 84.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,M,3,  9.1 ,  0.0 ,.     ,.     ,.     , 13.7 ,  0.0 ,  0.0 , 71.2 ,.     , 22.7 ,.     ,.     ,.     , 76.8 , 98.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,  0.0 ,  0.0 ,  3.0 ,  3.0 , 97.0 ,  3.0 , 97.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.5 ,  6.1 , 1.1  ,.     ,.     ,49.5  ,164   ,63.0  ,23.5  ,  9.1 , 10.6 ,  0.0 ,  3.0 ,  4.5 ,  0.0 , 24.3 , 10.6 ,  6.1 , 15.2 , 13.7 , 10.6 , 8.7  ,  3.0 ,  1.5 ,117   ,75.0  , 96.0 ,2.66  ,3.31  ,2.93  ,2.66  ,3.31  ,2.92  , 2.8  , 1.4  ,  6.1 , 36.4 ,  9.1 , 10.6 ,  7.5 , 66.1 , 62.5 , 62.5 ,.     ,20.6  ,.     , 46.6 ,.     , 65.2 , 9.7  , 9.7  ,.     , 0.00 ,11.19 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 69.7 , 37.9 , 76.7 , 38   ,308   ,317.8 ,305.1 ,137.3 , 69.7 ,127.8 , 24.3 , 33.3 , 34.9 , 50.0 , 60.6 , 68.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,F,1,  0.0 ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 , 21.2 ,.     ,  0.0 ,.     ,.     ,.     , 42.4 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 93.9 ,  0.0 , 97.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     , 1.5  ,.     ,50.1  ,153   ,54.6  ,23.4  ,  3.0 ,  6.1 ,  0.0 ,  9.1 ,  0.0 ,  0.0 , 15.2 ,  3.0 ,  3.0 ,  6.1 ,  3.0 ,  9.1 , 2.7  ,  0.0 ,  0.0 ,117   ,73.9  , 95.3 ,1.97  ,2.43  ,2.29  ,1.93  ,2.39  ,2.24  , 3.2  , 1.0  , 21.2 , 21.2 ,  3.0 ,  9.1 ,  0.0 ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 51.5 , 12.1 , 97.8 , 32   ,310   ,353.9 ,312.4 ,153.3 , 56.2 ,132.9 ,  3.0 ,  3.0 ,  3.0 , 21.2 , 27.3 , 39.4 ,15.9  ,29.3  , 5.2  ,50.0  ,21.4  ,4.3   ,1.4   ,4.0   ,
ZP,F,2,  9.1 ,  0.0 ,.     ,.     ,.     ,  9.1 ,  6.1 ,  0.0 , 30.3 ,.     ,  3.0 ,.     ,.     ,.     , 30.3 , 97.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 15.2 , 18.2 ,.     , 1.8  ,.     ,50.8  ,153   ,56.1  ,24.0  , 15.2 ,  0.0 ,  0.0 ,  3.0 ,  0.0 ,  0.0 , 36.4 , 18.2 ,  6.1 ,  9.1 ,  9.1 ,  3.0 , 1.0  ,  6.1 ,  6.1 ,112   ,68.0  , 89.7 ,1.96  ,2.29  ,2.23  ,1.90  ,2.23  ,2.14  , 2.7  , 2.5  ,  6.1 , 54.5 , 24.2 ,  9.1 ,  9.1 ,  3.0 ,  3.0 ,.     ,  3.0 ,.     ,21.0  ,.     ,  3.0 ,  3.0 , 0.3  ,.     , 0.3  , 0.00 , 0.35 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 87.9 , 63.6 , 71.9 , 30   ,276   ,297.4 ,314.6 , 86.5 , 65.0 , 80.2 , 18.2 , 42.4 , 42.4 , 69.7 , 48.5 , 81.8 ,16.4  ,28.5  , 5.2  ,50.0  ,23.7  ,5.5   ,1.7   ,4.5   ,
ZP,F,3,  4.5 ,  0.0 ,.     ,.     ,.     ,  4.5 ,  3.0 ,  0.0 , 25.8 ,.     ,  1.5 ,.     ,.     ,.     , 36.4 , 98.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 97.0 ,  0.0 , 98.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.6 ,  9.1 ,.     , 1.7  ,.     ,50.5  ,153   ,55.4  ,23.7  ,  9.1 ,  3.0 ,  0.0 ,  6.0 ,  0.0 ,  0.0 , 25.8 , 10.6 ,  4.5 ,  7.6 ,  6.0 ,  6.0 , 1.9  ,  3.0 ,  3.0 ,115   ,71.0  , 92.5 ,1.97  ,2.36  ,2.26  ,1.92  ,2.31  ,2.19  , 3.0  , 1.8  , 13.7 , 37.9 , 13.6 ,  9.1 ,  4.5 ,  1.5 ,  1.5 ,.     ,  1.5 ,.     ,21.0  ,.     ,  1.5 ,  1.5 , 0.1  ,.     , 0.1  , 0.00 , 0.17 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 69.7 , 37.9 , 84.9 , 31   ,293   ,325.6 ,313.5 ,119.9 , 60.6 ,106.6 , 10.6 , 22.7 , 22.7 , 45.5 , 37.9 , 60.6 ,16.1  ,28.9  , 5.2  ,50.0  ,22.6  ,4.9   ,1.6   ,4.3   ,
ZP,T,1,.     ,.     ,4.6   ,  7.7 , 50.8 ,.     ,.     ,.     ,.     , 21.5 ,.     , 20.3 , 48.4 , 17.2 ,.     ,.     , 87.7 , 98.5 , 98.5 , 98.4 ,100.0 , 87.7 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
