County, Sex, Xiang, Q005, Q006, Q007, Q008, Q010, Q012, Q013, Q014, Q019, Q020, Q022, Q023, Q024, Q025, Q027, Q030, Q043, Q044, Q045, Q049, Q050, Q051, Q052, Q053, Q054, Q055, Q056, Q057, Q058, Q059, Q060, Q061, Q062, Q063, Q064, Q065, Q066, Q067, Q068, Q069, Q089, Q090, Q091, Q092, Q093, Q094, Q095, Q096, Q097, Q098, Q099, Q100, Q101, Q102, Q103, Q104, Q105, Q106, Q107, Q108, Q109, Q110, Q111, Q112, Q113, Q114, Q115, Q116, Q117, Q118, Q119, Q120, Q121, Q122, Q123, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q147, Q166, Q167, Q170, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q178, Q179, Q180, Q181, Q182, Q184, Q185, Q186, Q187, Q188, Q189, Q190, Q191, Q192, 
ZL,F,1,  6.1 ,  0.0 ,.     ,.     ,.     , 36.4 ,  0.0 ,  0.0 , 18.2 ,.     ,  0.0 ,.     ,.     ,.     , 18.2 , 93.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,  3.0 ,  0.0 ,  0.0 ,  3.0 , 93.9 ,  3.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  3.0 ,.     , 2.2  ,.     ,49.1  ,155   ,58.7  ,24.6  ,  3.0 ,  3.0 ,  0.0 ,  0.0 ,  3.0 ,  0.0 , 18.2 , 12.1 ,  3.0 , 18.2 ,  6.1 ,  0.0 ,  .   ,  6.1 ,  0.0 ,120   ,76.9  , 98.3 ,1.99  ,2.38  ,2.23  ,2.05  ,2.44  ,2.30  , 1.3  , 0.1  ,  6.1 , 18.2 ,  0.0 ,  3.0 ,  3.0 ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 45.5 ,  3.0 , 42.1 , 34   ,124   ,286.0 ,109.2 , 71.2 , 54.1 , 88.0 ,  3.0 ,  9.1 ,  9.1 ,  9.1 , 45.5 , 45.5 ,16.4  ,31.0  , 5.6  ,50.0  ,22.3  ,4.1   ,1.0   ,4.0   ,
ZL,F,2, 21.2 ,  0.0 ,.     ,.     ,.     ,  3.0 ,  3.0 ,  0.0 , 24.2 ,.     ,  3.0 ,.     ,.     ,.     , 21.2 , 84.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  3.0 ,100.0 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.2 ,  0.0 ,.     , 3.1  ,.     ,48.2  ,153   ,63.6  ,27.1  ,  9.1 ,  9.1 ,  0.0 ,  0.0 ,  6.1 ,  6.1 , 63.6 ,  0.0 ,  0.0 , 15.2 ,  9.1 , 12.1 , 7.0  ,  3.0 ,  3.0 ,124   ,83.3  ,103.6 ,1.91  ,2.29  ,2.21  ,1.93  ,2.30  ,2.24  , 4.0  , 0.5  , 15.2 , 36.4 ,  0.0 , 12.1 ,  0.0 , 15.2 , 15.2 ,.     , 15.2 ,.     ,36.8  ,.     ,  0.0 , 15.2 , 1.2  ,.     , 1.2  , 0.00 , 1.43 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 48.5 , 36.4 , 80.6 , 39   ,321   ,223.5 ,279.1 , 77.0 , 76.9 ,175.1 ,  3.0 ,  6.1 ,  6.1 , 12.1 , 30.3 , 36.4 ,16.0  ,30.1  , 4.5  ,50.0  ,21.2  ,5.9   ,2.3   ,4.5   ,
ZL,F,3, 13.7 ,  0.0 ,.     ,.     ,.     , 19.7 ,  1.5 ,  0.0 , 21.2 ,.     ,  1.5 ,.     ,.     ,.     , 19.7 , 89.4 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,  1.5 ,  0.0 ,  1.5 ,  3.0 , 97.0 ,  1.5 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 13.6 ,  1.5 ,.     , 2.7  ,.     ,48.7  ,154   ,61.2  ,25.9  ,  6.0 ,  6.0 ,  0.0 ,  0.0 ,  4.5 ,  3.0 , 40.9 ,  6.0 ,  1.5 , 16.7 ,  7.6 ,  6.0 , 7.0  ,  4.5 ,  1.5 ,122   ,80.1  ,101.0 ,1.95  ,2.33  ,2.22  ,1.99  ,2.37  ,2.27  , 2.6  , 0.3  , 10.7 , 27.3 ,  0.0 ,  7.5 ,  1.5 ,  7.6 ,  7.6 ,.     ,  7.6 ,.     ,36.8  ,.     ,  0.0 ,  7.6 , 0.6  ,.     , 0.6  , 0.00 , 0.71 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 47.0 , 19.7 , 61.4 , 37   ,223   ,254.8 ,194.2 , 74.1 , 65.5 ,131.6 ,  3.0 ,  7.6 ,  7.6 , 10.6 , 37.9 , 41.0 ,16.2  ,30.6  , 5.0  ,50.0  ,21.8  ,5.0   ,1.6   ,4.3   ,
ZL,T,1,.     ,.     ,5.0   ,  9.4 , 40.0 ,.     ,.     ,.     ,.     , 14.1 ,.     , 20.0 , 64.6 ,  6.2 ,.     ,.     , 77.6 ,100.0 , 98.5 ,100.0 ,100.0 ,100.0 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  6.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,T,2,.     ,.     ,3.9   , 10.6 , 12.3 ,.     ,.     ,.     ,.     , 23.1 ,.     , 18.2 , 60.6 , 19.7 ,.     ,.     , 86.4 , 97.0 ,100.0 , 97.0 , 68.2 , 80.3 , 84.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 16.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZL,T,3, 11.3 ,  0.8 ,4.5   , 10.0 , 26.2 , 16.5 ,  1.5 ,  0.0 , 46.4 , 18.6 ,  5.2 , 19.1 , 62.6 , 12.9 , 44.9 , 91.7 , 82.0 , 98.5 , 99.3 , 98.5 , 84.1 , 90.2 , 92.4 ,  2.2 ,  2.2 ,  0.0 ,  0.8 ,  3.0 , 97.8 ,  0.8 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 13.6 ,  0.8 ,.     ,.     , 11.5 ,49.2  ,160   ,64.8  ,25.6  ,  8.3 ,  4.5 ,  0.0 ,  0.0 ,  3.8 ,  1.5 , 33.3 ,  5.3 ,  1.5 , 15.8 ,  9.8 ,  6.0 ,10.8  ,  4.5 ,  0.8 ,124   ,82.3  ,103.1 ,2.29  ,2.79  ,2.50  ,2.32  ,2.83  ,2.53  , 3.0  , 0.4  , 11.4 , 30.0 ,  2.2 ,  9.8 ,  0.8 , 38.2 , 35.9 ,.     ,.     ,.     ,.     ,.     ,.     , 38.2 , 6.3  ,.     ,.     , 0.00 , 7.23 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 , 52.0 , 25.7 , 56.9 , 34   ,214   ,248.9 ,193.8 , 82.3 , 64.0 ,142.9 ,  3.7 ,  7.5 ,  8.3 , 15.8 , 52.5 , 57.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,M,1, 53.1 , 12.5 ,.     ,.     ,.     , 46.9 , 31.3 ,  0.0 , 54.8 ,.     , 15.6 ,.     ,.     ,.     , 61.3 , 93.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  6.3 ,  0.0 ,  0.0 ,  6.3 , 96.9 ,  0.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.1 , 15.6 , 1.4  ,.     ,.     ,49.3  ,164   ,66.1  ,24.5  , 12.5 ,  6.3 ,  0.0 ,  0.0 ,  6.3 ,  0.0 , 50.0 , 28.1 , 18.8 , 28.1 , 18.8 , 15.6 , 4.2  ,  9.4 ,  3.1 ,128   ,78.4  ,103.3 ,2.89  ,3.28  ,3.24  ,2.89  ,3.26  ,3.21  , 3.2  , 0.3  ,  3.1 , 34.4 ,  9.4 , 15.6 ,  6.3 , 53.1 , 43.8 , 43.8 ,.     ,23.1  ,.     , 25.0 ,.     , 53.1 , 9.8  , 9.8  ,.     , 0.00 ,11.33 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 59.4 , 37.5 , 54.4 , 30   ,266   ,197.8 ,212.6 ,134.9 , 85.5 ,104.9 ,  6.3 , 12.5 , 15.6 , 28.1 , 62.5 , 62.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,M,2, 45.5 ,  0.0 ,.     ,.     ,.     , 33.3 , 27.3 ,  0.0 , 69.7 ,.     , 24.2 ,.     ,.     ,.     , 69.7 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 90.9 ,  9.1 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  0.0 , 2.0  ,.     ,.     ,48.7  ,164   ,68.1  ,25.3  ,  9.1 ,  6.1 ,  0.0 ,  3.0 , 12.1 ,  0.0 , 24.2 ,  0.0 ,  0.0 , 27.3 , 27.3 , 15.2 , 8.0  ,  3.0 ,  0.0 ,121   ,77.7  , 99.3 ,2.77  ,3.31  ,2.87  ,2.76  ,3.29  ,2.87  , 3.1  , 0.5  ,  3.0 , 21.2 ,  0.0 ,  3.0 ,  0.0 , 57.6 , 54.5 , 54.5 ,.     ,22.0  ,.     , 39.4 ,.     , 57.6 ,10.6  ,10.6  ,.     , 0.00 ,12.28 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 57.6 , 54.5 , 85.2 , 39   ,326   ,225.4 ,163.4 ,110.2 , 72.8 ,103.1 ,  6.1 , 18.2 , 18.2 , 45.5 , 78.8 , 90.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,M,3, 49.3 ,  6.3 ,.     ,.     ,.     , 40.1 , 29.3 ,  0.0 , 62.3 ,.     , 19.9 ,.     ,.     ,.     , 65.5 , 96.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,  3.1 ,  0.0 ,  0.0 ,  3.1 , 93.9 ,  4.5 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.1 ,  7.8 , 1.7  ,.     ,.     ,49.0  ,164   ,67.1  ,24.9  , 10.8 ,  6.2 ,  0.0 ,  1.5 ,  9.2 ,  0.0 , 37.1 , 14.1 ,  9.4 , 27.7 , 23.1 , 15.4 , 6.1  ,  6.2 ,  1.6 ,125   ,78.1  ,101.3 ,2.83  ,3.29  ,3.06  ,2.83  ,3.27  ,3.04  , 3.2  , 0.4  ,  3.1 , 27.8 ,  4.7 ,  9.3 ,  3.1 , 55.4 , 49.1 , 49.1 ,.     ,22.6  ,.     , 32.2 ,.     , 55.4 ,10.2  ,10.2  ,.     , 0.00 ,11.80 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 58.5 , 46.0 , 69.8 , 35   ,296   ,211.6 ,188.0 ,122.6 , 79.2 ,104.0 ,  6.2 , 15.3 , 16.9 , 36.8 , 70.7 , 76.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,F,1, 44.1 ,  0.0 ,.     ,.     ,.     , 58.8 , 32.4 ,  0.0 ,  8.8 ,.     ,  0.0 ,.     ,.     ,.     , 11.8 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 94.1 ,  5.9 , 97.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.9 ,  5.9 ,.     , 1.9  ,.     ,49.3  ,155   ,60.0  ,25.1  ,  5.9 ,  5.9 ,  0.0 ,  0.0 ,  5.9 ,  0.0 , 41.2 , 20.6 , 17.6 ,  2.9 ,  2.9 ,  0.0 ,  .   ,  5.9 ,  5.9 ,118   ,72.2  , 95.2 ,1.92  ,2.18  ,2.34  ,1.93  ,2.18  ,2.37  , 3.4  , 1.0  ,  0.0 , 38.2 ,  5.9 ,  5.9 ,  8.8 ,  5.9 ,  5.9 ,.     ,  5.9 ,.     ,49.5  ,.     ,  0.0 ,  5.9 , 1.0  ,.     , 1.0  , 0.00 , 1.19 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 55.9 , 23.5 , 60.8 , 27   ,258   ,256.6 ,173.0 ,120.2 , 74.3 ,116.2 ,  2.9 ,  8.8 ,  8.8 , 14.7 , 50.0 , 58.8 ,16.1  ,29.8  , 5.2  ,48.0  ,21.8  ,5.6   ,3.2   ,4.0   ,
ZM,F,2, 42.4 ,  3.0 ,.     ,.     ,.     , 36.4 , 21.2 ,  0.0 , 39.4 ,.     , 15.2 ,.     ,.     ,.     , 45.5 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 93.9 ,  3.0 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     , 2.3  ,.     ,48.9  ,153   ,56.2  ,23.9  , 15.2 ,  0.0 ,  0.0 ,  0.0 , 24.2 ,  0.0 , 54.5 ,  6.1 ,  6.1 , 21.2 , 12.1 ,  6.1 , 2.0  , 15.2 ,  6.1 ,112   ,69.7  , 90.1 ,2.01  ,2.45  ,2.20  ,2.05  ,2.50  ,2.25  , 1.8  , 0.2  , 12.1 , 27.3 ,  3.0 ,  3.0 ,  6.1 ,  3.0 ,  3.0 ,.     ,  3.0 ,.     ,42.0  ,.     ,  0.0 ,  3.0 , 0.6  ,.     , 0.6  , 0.00 , 0.70 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 72.7 , 66.7 , 70.6 , 40   ,328   ,240.2 ,135.9 ,114.2 , 79.6 ,148.5 , 21.2 , 12.1 , 21.2 , 42.4 , 72.7 , 84.8 ,15.7  ,28.5  , 5.0  ,49.0  ,20.2  ,6.1   ,2.8   ,4.3   ,
ZM,F,3, 43.3 ,  1.5 ,.     ,.     ,.     , 47.6 , 26.8 ,  0.0 , 24.1 ,.     ,  7.6 ,.     ,.     ,.     , 28.7 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 94.0 ,  4.5 , 98.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.4 ,  3.0 ,.     , 2.1  ,.     ,49.1  ,154   ,58.1  ,24.5  , 10.6 ,  3.0 ,  0.0 ,  0.0 , 15.1 ,  0.0 , 47.9 , 13.4 , 11.9 , 12.0 ,  7.5 ,  3.0 , 2.0  , 10.6 ,  6.0 ,115   ,71.0  , 92.7 ,1.96  ,2.32  ,2.27  ,1.99  ,2.34  ,2.31  , 2.6  , 0.6  ,  6.0 , 32.8 ,  4.5 ,  4.5 ,  7.5 ,  4.5 ,  4.5 ,.     ,  4.5 ,.     ,45.8  ,.     ,  0.0 ,  4.5 , 0.8  ,.     , 0.8  , 0.00 , 0.94 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 64.3 , 45.1 , 65.7 , 34   ,293   ,248.4 ,154.5 ,117.2 , 77.0 ,132.3 , 12.0 , 10.5 , 15.0 , 28.6 , 61.4 , 71.8 ,15.9  ,29.2  , 5.1  ,48.5  ,21.0  ,5.8   ,3.0   ,4.2   ,
ZM,T,1,.     ,.     ,3.7   , 18.2 , 51.5 ,.     ,.     ,.     ,.     , 29.7 ,.     , 25.8 , 51.5 , 12.1 ,.     ,.     , 86.4 ,100.0 , 98.5 , 93.8 , 95.5 , 61.5 , 67.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,T,2,.     ,.     ,3.8   , 13.6 , 37.9 ,.     ,.     ,.     ,.     , 16.7 ,.     , 18.2 , 31.8 , 18.2 ,.     ,.     , 72.7 ,100.0 ,100.0 , 97.0 ,100.0 , 86.4 , 87.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  1.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZM,T,3, 46.3 ,  3.9 ,3.8   , 15.9 , 44.7 , 43.9 , 28.1 ,  0.0 , 43.2 , 23.2 , 13.8 , 22.0 , 41.6 , 15.2 , 47.1 , 98.5 , 79.6 ,100.0 , 99.3 , 95.4 , 97.8 , 74.0 , 77.8 ,  1.5 ,  1.6 ,  0.0 ,  0.0 ,  1.6 , 94.0 ,  4.5 , 99.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.3 ,  5.4 ,.     ,.     ,  2.4 ,49.1  ,159   ,62.6  ,24.7  , 10.7 ,  4.6 ,  0.0 ,  0.8 , 12.1 ,  0.0 , 42.5 , 13.7 , 10.6 , 19.9 , 15.3 ,  9.2 , 4.1  ,  8.4 ,  3.8 ,120   ,74.5  , 97.0 ,2.40  ,2.81  ,2.66  ,2.41  ,2.81  ,2.68  , 2.9  , 0.5  ,  4.5 , 30.3 ,  4.6 ,  6.9 ,  5.3 , 29.9 , 26.8 ,.     ,.     ,.     ,.     ,.     ,.     , 29.9 , 5.5  ,.     ,.     , 0.00 , 6.38 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 , 61.4 , 45.6 , 67.8 , 34   ,295   ,230.0 ,171.2 ,119.9 , 78.1 ,118.2 ,  9.1 , 12.9 , 15.9 , 32.7 , 66.0 , 74.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,M,1,  2.9 ,  0.0 ,.     ,.     ,.     , 29.4 ,  8.8 ,  0.0 , 82.4 ,.     , 29.4 ,.     ,.     ,.     , 85.3 , 97.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  5.9 ,  8.8 ,  2.9 ,  5.9 , 17.6 , 79.4 , 14.7 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  5.9 , 14.7 , 2.3  ,.     ,.     ,49.1  ,166   ,67.2  ,24.5  , 11.8 , 14.7 ,  0.0 ,  2.9 ,  2.9 ,  0.0 , 38.2 , 17.6 ,  8.8 , 38.2 , 17.6 , 17.6 , 2.2  ,  8.8 ,  5.9 ,117   ,82.1  , 99.7 ,2.75  ,3.33  ,2.91  ,2.76  ,3.41  ,2.96  , 3.0  , 0.6  , 26.5 , 32.4 ,  5.9 ,  5.9 ,  0.0 , 69.7 , 55.9 , 55.9 ,.     ,23.6  ,.     , 38.2 ,.     , 67.6 ,12.5  ,12.5  ,.     , 0.00 ,14.39 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 55.9 , 17.6 , 64.9 , 59   ,286   ,242.2 ,256.2 ,109.1 , 80.0 ,180.1 , 17.6 , 26.5 , 32.4 , 26.5 , 50.0 , 61.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,M,2,  5.9 ,  2.9 ,.     ,.     ,.     , 11.8 ,  2.9 ,  0.0 , 78.8 ,.     , 14.7 ,.     ,.     ,.     , 57.6 , 97.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  0.0 , 17.6 ,  0.0 , 23.5 , 38.2 , 85.3 , 47.1 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 14.7 , 11.8 , 1.0  ,.     ,.     ,48.7  ,164   ,64.6  ,24.0  , 17.6 ,  8.8 ,  0.0 ,  8.8 ,  2.9 ,  0.0 , 26.5 ,  2.9 ,  2.9 , 23.5 ,  5.9 ,  5.9 ,11.0  ,  5.9 ,  2.9 ,117   ,75.7  , 96.3 ,2.76  ,3.44  ,2.96  ,2.80  ,3.47  ,3.04  , 0.8  , 0.6  ,  5.9 , 14.7 ,  0.0 , 11.8 ,  0.0 , 73.5 , 55.9 , 55.9 ,.     ,19.7  ,.     , 50.0 ,.     , 73.5 ,13.2  ,13.2  ,.     , 0.00 ,15.21 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 47.1 , 29.4 , 62.5 , 29   ,303   ,249.6 ,121.3 , 87.7 , 72.1 ,135.8 , 47.1 , 52.9 , 58.8 , 67.6 , 67.6 , 70.6 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,M,3,  4.4 ,  1.4 ,.     ,.     ,.     , 20.6 ,  5.9 ,  0.0 , 80.6 ,.     , 22.1 ,.     ,.     ,.     , 71.5 , 97.1 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 , 13.2 ,  1.4 , 14.7 , 27.9 , 82.4 , 30.9 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 10.3 , 13.3 , 1.6  ,.     ,.     ,48.9  ,165   ,65.9  ,24.3  , 14.7 , 11.8 ,  0.0 ,  5.9 ,  2.9 ,  0.0 , 32.4 , 10.3 ,  5.9 , 30.9 , 11.8 , 11.8 , 6.6  ,  7.4 ,  4.4 ,117   ,78.9  , 98.0 ,2.75  ,3.39  ,2.94  ,2.78  ,3.44  ,3.00  , 1.9  , 0.6  , 16.2 , 23.6 ,  3.0 ,  8.9 ,  0.0 , 71.6 , 55.9 , 55.9 ,.     ,21.7  ,.     , 44.1 ,.     , 70.5 ,12.8  ,12.8  ,.     , 0.00 ,14.80 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 , 51.5 , 23.5 , 63.7 , 44   ,295   ,245.9 ,188.8 , 98.4 , 76.0 ,158.0 , 32.4 , 39.7 , 45.6 , 47.0 , 58.8 , 66.2 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,F,1, 12.1 ,  0.0 ,.     ,.     ,.     , 30.3 ,  6.1 ,  0.0 , 69.7 ,.     , 15.2 ,.     ,.     ,.     , 66.7 , 93.9 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  9.1 ,  9.1 ,  0.0 ,  3.0 , 12.1 , 78.8 , 15.2 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  9.1 , 12.1 ,.     , 2.7  ,.     ,48.9  ,154   ,58.8  ,24.8  ,  6.1 ,  3.0 ,  0.0 ,  0.0 , 15.2 ,  3.0 , 45.5 , 12.1 ,  3.0 ,  9.1 ,  3.0 ,  6.1 , 3.5  ,  6.1 ,  3.0 ,115   ,77.6  , 96.1 ,1.93  ,2.32  ,2.08  ,1.97  ,2.37  ,2.15  , 2.3  , 0.5  , 24.2 , 33.3 , 12.1 ,  3.0 ,  3.0 ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 48.5 , 15.2 , 71.3 , 47   ,271   ,291.5 ,302.0 ,127.0 , 80.2 ,197.6 , 15.2 , 27.3 , 33.3 , 39.4 , 45.5 , 72.7 ,16.1  ,29.5  , 5.2  ,50.0  ,22.3  ,5.5   ,2.6   ,3.9   ,
ZN,F,2,  6.1 ,  0.0 ,.     ,.     ,.     , 21.2 ,  3.0 ,  0.0 , 24.2 ,.     ,  3.0 ,.     ,.     ,.     , 18.2 ,100.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  3.0 , 12.1 ,  0.0 , 33.3 , 45.5 , 90.9 , 27.3 ,100.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 ,  3.0 ,.     , 2.5  ,.     ,49.4  ,156   ,58.6  ,24.2  ,  0.0 ,  3.0 ,  0.0 ,  6.1 ,  6.1 ,  0.0 , 24.2 ,  3.0 ,  3.0 ,  6.1 ,  0.0 ,  3.0 , 0.0  ,  6.1 ,  0.0 ,117   ,74.1  , 95.4 ,2.06  ,2.34  ,2.43  ,2.10  ,2.37  ,2.44  , 1.7  , 0.4  ,  9.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  3.0 ,.     ,  3.0 ,.     ,30.0  ,.     ,  0.0 ,  3.0 , 0.6  ,.     , 0.6  , 0.00 , 0.70 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 , 36.4 , 21.2 , 66.6 , 28   ,319   ,276.5 ,160.6 , 91.7 , 85.6 ,209.9 , 36.4 , 36.4 , 42.4 , 45.5 , 33.3 , 57.6 ,14.2  ,30.9  , 5.4  ,51.0  ,20.9  ,5.5   ,1.9   ,4.6   ,
