County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
ID,M,1,147   ,34.5  ,112.6 , 99.3 , 54.0 , 4.4  ,7.40  , 1.77 ,11.4  ,43.8  ,4.17  , 724  , 74   ,0.87  ,0.111 ,15.8  ,1.83  , 4.8  ,0.103 ,0.105 , 55   ,754   ,227   , 57.5 ,11.8  , 579  , 15   , 80.8 , 59   ,14.8  ,1.78  ,38.8  ,22.6  , 5.73 ,28.4  , 0.73 ,23.6  ,15.2  ,14.3  ,15.22 , 1.42 , 0.40 , 2.18 , 7.60 , 1.96 ,13.1  ,.     ,.     ,.     , 953  ,1051  ,0.31  ,0.15  ,16.37 ,13.67 , 1.47 , 0.37 ,26.22 ,28.74 ,0.33  , 2.70 ,
ID,M,2,131   ,49.0  , 82.0 , 98.8 , 55.4 , 4.3  ,7.29  , 2.00 ,10.9  ,37.9  ,3.88  , 647  ,101   ,0.95  ,0.112 ,16.3  ,1.67  , 5.0  ,0.099 ,0.099 , 48   ,311   ,255   , 50.8 ,12.6  , 745  , 17   , 91.7 , 39   ,15.2  ,1.69  ,40.6  ,25.2  , 6.29 ,31.5  , 0.78 ,23.4  ,17.2  ,14.6  ,10.94 , 1.21 , 0.42 , 2.84 , 8.38 , 1.87 ,14.9  ,.     ,.     ,.     ,1009  , 943  ,0.05  ,0.42  ,18.97 , 6.05 , 1.54 , 0.09 ,17.84 ,16.18 ,0.32  ,12.92 ,
ID,M,3,139   ,41.8  , 97.3 , 99.0 , 54.7 , 4.4  ,7.35  , 1.89 ,11.2  ,40.9  ,4.03  , 686  , 88   ,0.91  ,0.112 ,16.1  ,1.75  , 4.9  ,0.101 ,0.102 , 52   ,533   ,241   , 54.1 ,12.2  , 662  , 16   , 86.3 , 49   ,15.0  ,1.74  ,39.7  ,23.9  , 6.01 ,29.9  , 0.76 ,23.5  ,16.2  ,14.5  ,13.08 , 1.31 , 0.41 , 2.51 , 7.99 , 1.92 ,14.0  , 5.4  ,0.98  , 3.4  , 981  , 997  ,0.18  ,0.28  ,17.67 , 9.86 , 1.51 , 0.23 ,22.03 ,22.46 ,0.33  , 7.81 ,
ID,F,1,149   ,38.5  ,110.2 , 96.2 , 54.0 , 4.3  ,7.62  , 6.47 ,16.6  ,31.9  ,2.76  , 681  , 72   ,1.46  ,0.142 ,14.4  ,2.17  , 5.1  ,0.088 ,0.088 , 17   ,271   ,263   , 59.3 , 9.5  ,.     ,  9   ,.     , 12   ,13.7  ,1.85  ,37.0  ,24.3  , 6.35 ,30.7  , 0.83 ,23.2  ,13.8  ,12.9  ,14.54 , 1.19 , 0.46 , 2.81 , 7.45 , 2.37 ,14.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,F,2,136   ,49.7  , 86.6 ,102.5 , 56.4 , 4.4  ,7.63  , 0.00 , 9.2  ,52.0  ,3.59  , 719  , 77   ,1.26  ,0.098 ,17.8  ,2.17  , 5.1  ,0.102 ,0.094 , 21   ,294   ,287   , 51.5 ,11.8  ,.     ,  0   ,.     ,  0   ,13.7  ,1.74  ,38.7  ,22.5  ,11.75 ,34.3  , 0.89 ,24.6  ,14.0  ,13.7  ,11.04 , 1.12 , 0.35 , 6.13 , 7.31 , 1.62 ,13.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,F,3,143   ,44.1  , 98.4 , 99.4 , 55.2 , 4.4  ,7.63  , 3.23 ,12.9  ,42.0  ,3.17  , 700  , 75   ,1.36  ,0.120 ,16.1  ,2.17  , 5.1  ,0.095 ,0.091 , 19   ,283   ,275   , 55.4 ,10.7  ,.     ,  5   ,.     ,  6   ,13.7  ,1.80  ,37.9  ,23.4  , 9.05 ,32.5  , 0.86 ,23.9  ,13.9  ,13.3  ,12.79 , 1.16 , 0.41 , 4.47 , 7.38 , 2.00 ,14.1  , 7.5  ,1.52  , 4.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ID,T,3,141   ,42.9  , 97.9 , 99.2 , 55.0 , 4.4  ,7.49  , 2.56 ,12.0  ,41.4  ,3.60  , 693  , 81   ,1.14  ,0.116 ,16.1  ,1.96  , 5.0  ,0.098 ,0.097 , 35   ,408   ,258   , 54.8 ,11.4  ,.     , 10   ,.     , 28   ,14.3  ,1.77  ,38.8  ,23.7  , 7.53 ,31.2  , 0.81 ,23.7  ,15.1  ,13.9  ,12.94 , 1.24 , 0.41 , 3.49 , 7.69 , 1.96 ,14.0  , 6.5  ,1.25  , 3.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,M,1,109   ,43.1  , 66.2 , 95.2 , 51.9 , 4.3  ,7.14  , 0.00 , 8.2  ,38.3  ,3.03  , 930  ,  0   ,0.62  ,0.107 ,20.4  ,2.07  , 6.3  ,0.091 ,0.086 ,123   ,381   ,256   , 67.6 ,17.6  , 611  , 24   ,   .  ,130   ,14.0  ,1.35  ,41.5  ,25.2  , 6.85 ,32.1  , 0.77 ,26.7  ,14.8  ,14.3  , 9.07 , 1.08 , 0.41 , 3.24 ,11.51 , 1.99 ,11.7  ,.     ,.     ,.     , 628  , 627  ,0.12  ,0.14  , 6.02 , 7.03 , 0.55 , 0.40 ,10.33 ,19.73 ,0.35  , 0.00 ,
IE,M,2,127   ,42.4  , 84.5 , 93.3 , 49.3 , 4.5  ,7.35  , 0.00 , 5.3  ,47.7  ,4.17  , 786  , 67   ,0.97  ,0.103 ,20.9  ,2.17  , 5.1  ,0.090 ,0.106 , 74   ,425   ,309   , 70.8 ,15.4  , 620  , 21   ,   .  , 74   ,14.1  ,1.28  ,41.0  ,23.7  , 5.72 ,29.4  , 0.72 ,27.0  ,14.0  ,13.4  ,12.91 , 1.14 , 0.44 , 2.68 ,10.98 , 2.00 ,10.7  ,.     ,.     ,.     , 838  ,1069  ,0.47  ,0.35  ,11.02 , 4.67 , 3.51 , 3.44 ,20.72 ,13.01 ,0.39  , 6.35 ,
IE,M,3,118   ,42.8  , 75.4 , 94.3 , 50.6 , 4.4  ,7.25  , 0.00 , 6.8  ,43.0  ,3.60  , 858  , 34   ,0.80  ,0.105 ,20.6  ,2.12  , 5.7  ,0.090 ,0.096 , 99   ,403   ,283   , 69.2 ,16.5  , 616  , 23   ,.     ,102   ,14.1  ,1.32  ,41.3  ,24.4  , 6.29 ,30.8  , 0.74 ,26.9  ,14.4  ,13.9  ,10.99 , 1.11 , 0.42 , 2.96 ,11.25 , 2.00 ,11.2  , 7.4  ,2.01  , 4.7  , 733  , 848  ,0.29  ,0.24  , 8.52 , 5.85 , 2.03 , 1.92 ,15.53 ,16.37 ,0.37  , 3.17 ,
IE,F,1,117   ,42.6  , 74.6 ,102.4 , 53.1 , 4.5  ,7.55  , 0.47 , 9.7  ,37.1  ,2.48  , 931  ,  0   ,0.97  ,0.112 ,19.7  ,2.41  , 6.3  ,0.091 ,0.108 , 48   ,390   ,275   , 71.2 ,15.4  ,.     , 14   ,.     , 16   ,13.8  ,1.40  ,43.8  ,23.7  , 5.04 ,28.8  , 0.66 ,27.3  ,16.5  ,13.6  ,10.43 , 1.04 , 0.36 , 2.57 ,10.12 , 1.93 ,11.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,F,2,117   ,42.4  , 74.2 ,105.9 , 50.1 , 4.5  ,7.70  , 0.00 , 9.4  ,39.0  ,2.76  ,1108  ,  0   ,1.15  ,0.114 ,21.3  ,2.54  , 5.1  ,0.089 ,0.094 ,   .  ,713   ,294   , 73.9 ,14.3  ,.     ,  5   ,.     ,  0   ,13.1  ,1.32  ,42.2  ,21.8  , 5.36 ,27.2  , 0.65 ,25.6  ,16.5  ,13.5  , 7.57 , 1.25 , 0.33 , 2.33 , 9.84 , 1.51 ,10.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,F,3,117   ,42.5  , 74.4 ,104.2 , 51.6 , 4.5  ,7.63  , 0.23 , 9.6  ,38.1  ,2.62  ,1020  ,  0   ,1.06  ,0.113 ,20.5  ,2.48  , 5.7  ,0.090 ,0.101 , 48   ,552   ,285   , 72.6 ,14.9  ,.     , 10   ,.     ,  8   ,13.5  ,1.36  ,43.0  ,22.8  , 5.20 ,28.0  , 0.66 ,26.5  ,16.5  ,13.6  , 9.00 , 1.15 , 0.35 , 2.45 , 9.98 , 1.72 ,11.1  , 4.1  ,1.17  , 2.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IE,T,3,118   ,42.6  , 74.9 , 99.2 , 51.1 , 4.5  ,7.44  , 0.12 , 8.2  ,40.5  ,3.11  , 939  , 17   ,0.93  ,0.109 ,20.6  ,2.30  , 5.7  ,0.090 ,0.099 , 73   ,477   ,284   , 70.9 ,15.7  ,.     , 16   ,.     , 55   ,13.8  ,1.34  ,42.1  ,23.6  , 5.74 ,29.4  , 0.70 ,26.7  ,15.5  ,13.7  ,10.00 , 1.13 , 0.39 , 2.71 ,10.61 , 1.86 ,11.2  , 5.8  ,1.59  , 3.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,M,1,114   ,38.2  , 75.4 , 99.4 , 50.8 , 4.3  ,7.00  , 0.00 , 5.5  ,62.6  ,3.30  , 847  , 75   ,0.70  ,0.145 ,21.9  ,1.70  , 6.5  ,0.110 ,0.120 , 58   ,384   ,238   , 63.4 ,14.3  , 621  , 52   , 95.8 , 97   ,15.2  ,1.38  ,38.4  ,27.2  , 6.77 ,33.9  , 0.88 ,24.6  ,13.8  ,13.5  ,10.76 , 1.12 , 0.40 , 3.48 ,10.54 , 2.07 ,14.5  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IF,M,2,112   ,47.2  , 65.2 , 99.9 , 54.7 , 4.1  ,6.69  , 1.13 , 9.2  ,41.4  ,2.48  , 960  ,  0   ,0.84  ,0.087 ,15.5  ,2.11  , 6.4  ,0.089 ,0.096 , 55   ,234   ,254   , 77.1 ,15.4  , 673  , 13   , 90.9 , 61   ,15.0  ,1.29  ,36.6  ,18.3  , 4.50 ,22.8  , 0.62 ,23.1  ,13.5  ,11.0  ,11.49 , 1.10 , 0.35 , 1.86 , 7.09 , 1.68 , 9.5  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IF,M,3,113   ,42.7  , 70.3 , 99.7 , 52.8 , 4.2  ,6.85  , 0.56 , 7.3  ,52.0  ,2.89  , 904  , 38   ,0.77  ,0.116 ,18.7  ,1.91  , 6.5  ,0.100 ,0.108 , 57   ,309   ,246   , 70.3 ,14.9  , 647  , 33   , 93.4 , 79   ,15.1  ,1.33  ,37.5  ,22.8  , 5.63 ,28.4  , 0.75 ,23.9  ,13.7  ,12.3  ,11.13 , 1.11 , 0.38 , 2.67 , 8.81 , 1.88 ,12.0  , 8.0  ,1.90  , 5.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,1,133   ,42.5  , 90.7 , 94.6 , 46.6 , 4.1  ,7.04  , 0.00 , 6.3  ,34.8  ,3.30  , 808  , 99   ,0.81  ,0.099 ,22.2  ,2.11  , 6.3  ,0.084 ,0.098 , 68   ,317   ,233   , 64.9 ,15.1  ,.     , 24   ,.     ,  8   ,14.4  ,1.33  ,37.8  ,24.0  , 7.63 ,31.6  , 0.84 ,23.3  ,14.5  ,12.5  ,14.39 , 1.19 , 0.50 , 3.91 , 8.25 , 2.18 ,13.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,2,107   ,47.1  , 59.9 , 98.5 , 53.0 , 4.2  ,6.96  , 1.40 ,13.0  ,32.4  ,3.03  , 907  , 90   ,1.33  ,0.109 ,19.4  ,2.35  , 5.8  ,0.090 ,0.096 , 33   ,383   ,257   , 75.9 ,13.7  ,.     , 21   ,.     ,  0   ,14.0  ,1.27  ,43.1  ,24.6  , 6.36 ,30.9  , 0.72 ,25.6  ,17.5  ,15.1  , 8.59 , 1.39 , 0.46 , 2.96 , 9.77 , 1.77 ,13.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,F,3,120   ,44.8  , 75.3 , 96.5 , 49.8 , 4.2  ,7.00  , 0.70 , 9.7  ,33.6  ,3.17  , 858  , 95   ,1.07  ,0.104 ,20.8  ,2.23  , 6.0  ,0.087 ,0.097 , 51   ,350   ,245   , 70.4 ,14.4  ,.     , 23   ,.     ,  4   ,14.2  ,1.30  ,40.5  ,24.3  , 7.00 ,31.3  , 0.78 ,24.5  ,16.0  ,13.8  ,11.49 , 1.29 , 0.48 , 3.44 , 9.01 , 1.98 ,13.3  , 9.8  ,2.44  , 5.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IF,T,3,117   ,43.8  , 72.8 , 98.1 , 51.3 , 4.2  ,6.92  , 0.63 , 8.5  ,42.8  ,3.03  , 881  , 66   ,0.92  ,0.110 ,19.8  ,2.07  , 6.3  ,0.093 ,0.103 , 54   ,330   ,246   , 70.3 ,14.6  ,.     , 28   ,.     , 42   ,14.7  ,1.32  ,39.0  ,23.5  , 6.32 ,29.8  , 0.77 ,24.2  ,14.8  ,13.0  ,11.31 , 1.20 , 0.43 , 3.05 , 8.91 , 1.93 ,12.7  , 8.9  ,2.17  , 5.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,M,1,162   ,51.1  ,110.8 ,101.0 , 68.6 , 4.4  ,7.69  , 0.00 ,16.1  ,58.5  ,3.03  , 898  ,  0   ,1.41  ,0.104 ,16.6  , .    , 4.8  ,0.115 ,0.103 , 46   ,503   ,   .  ,   .  ,  .   , 708  , 14   , 51.8 ,127   ,14.4  ,1.41  ,39.3  ,27.9  , 6.83 ,34.7  , 0.88 ,23.3  ,16.0  ,13.4  , 9.68 , 0.80 , 0.42 , 2.93 ,10.62 , 2.50 ,14.7  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IG,M,2,162   ,46.7  ,115.7 , 83.3 , 77.6 , 3.8  ,7.33  , 1.63 ,23.7  ,44.7  ,2.76  , 817  , 54   ,1.60  ,0.097 ,17.8  ,2.57  , 4.2  ,0.107 ,0.093 , 51   ,360   ,   .  ,   .  ,  .   , 519  , 24   ,   .  , 58   ,14.0  ,1.42  ,43.0  ,26.3  , 3.85 ,30.1  , 0.70 ,25.2  ,17.8  ,15.7  , 7.52 , 0.55 , 0.27 , 1.27 ,11.57 , 2.32 ,12.4  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
IG,M,3,162   ,48.9  ,113.3 , 92.2 , 73.1 , 4.1  ,7.51  , 0.81 ,19.9  ,51.6  ,2.90  , 858  , 27   ,1.51  ,0.101 ,17.2  ,2.57  , 4.5  ,0.111 ,0.098 , 49   ,432   ,.     ,.     ,.     , 614  , 19   , 51.8 , 93   ,14.2  ,1.42  ,41.1  ,27.1  , 5.34 ,32.4  , 0.79 ,24.3  ,16.9  ,14.6  , 8.60 , 0.68 , 0.35 , 2.10 ,11.10 , 2.41 ,13.6  ,12.1  ,4.09  , 7.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,1,168   ,47.6  ,120.3 , 95.0 , 69.7 , 4.3  ,7.65  , 0.00 ,29.8  ,47.1  ,3.03  , 922  , 64   ,0.74  ,0.113 ,16.0  ,2.91  , 5.2  ,0.167 ,0.101 , 34   ,393   ,   .  ,   .  ,  .   ,.     , 39   ,.     ,  7   ,13.6  ,1.27  ,41.7  ,26.2  , 5.58 ,31.8  , 0.76 ,23.6  ,18.1  ,14.4  , 9.21 , 0.88 , 0.39 , 2.46 , 9.92 , 2.11 ,14.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,2,118   ,40.6  , 77.1 , 89.9 , 60.6 , 4.0  ,7.55  , 0.42 ,22.0  ,50.8  ,3.03  , 813  ,  0   ,1.66  ,0.117 ,18.5  ,2.76  , 4.6  ,0.117 ,0.081 , 32   ,250   ,   .  ,   .  ,  .   ,.     , 12   ,.     ,  0   ,13.6  ,1.28  ,38.3  ,24.7  , 7.22 ,31.9  , 0.83 ,23.1  ,15.2  ,13.5  ,10.46 , 0.62 , 0.49 , 3.35 , 9.24 , 2.58 ,12.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,F,3,143   ,44.1  , 98.7 , 92.5 , 65.2 , 4.2  ,7.60  , 0.21 ,25.9  ,49.0  ,3.03  , 868  , 32   ,1.20  ,0.115 ,17.3  ,2.83  , 4.9  ,0.142 ,0.091 , 33   ,322   ,.     ,.     ,.     ,.     , 26   ,.     ,  4   ,13.6  ,1.28  ,40.0  ,25.4  , 6.40 ,31.9  , 0.80 ,23.4  ,16.7  ,14.0  , 9.84 , 0.75 , 0.44 , 2.91 , 9.58 , 2.35 ,13.6  ,10.0  ,4.91  , 7.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
IG,T,3,153   ,46.5  ,106.0 , 92.3 , 69.1 , 4.1  ,7.56  , 0.51 ,22.9  ,50.3  ,2.96  , 863  , 30   ,1.35  ,0.108 ,17.2  ,2.70  , 4.7  ,0.127 ,0.095 , 41   ,377   ,.     ,.     ,.     ,.     , 22   ,.     , 48   ,13.9  ,1.35  ,40.6  ,26.3  , 5.87 ,32.1  , 0.79 ,23.8  ,16.8  ,14.3  , 9.22 , 0.71 , 0.39 , 2.50 ,10.34 , 2.38 ,13.6  ,11.1  ,4.50  , 7.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,M,1,124   ,46.6  , 76.9 ,106.5 , 68.2 , 4.4  ,7.58  , 0.00 , 9.1  ,60.5  ,3.30  , 942  , 22   ,1.11  ,0.090 ,16.8  ,2.88  , 8.1  ,0.182 ,0.101 , 27   ,411   ,   .  ,   .  ,  .   , 677  , 13   ,   .  , 80   ,14.9  ,1.40  ,38.0  ,25.2  , 8.18 ,33.4  , 0.88 ,22.8  ,15.2  ,14.1  ,10.60 , 1.22 , 0.76 , 3.84 , 8.45 , 1.95 ,14.8  ,.     ,.     ,.     , 756  , 516  ,0.17  ,0.45  ,11.79 ,11.35 , 2.00 , 1.28 ,14.26 ,11.14 ,0.41  , 0.44 ,
JA,M,2,133   ,47.5  , 85.5 ,101.6 , 68.3 , 4.5  ,7.85  , 0.00 ,12.4  ,61.5  ,2.76  , 881  ,  0   ,1.73  ,0.106 ,20.1  ,2.57  , 8.0  ,0.109 ,0.151 , 55   ,441   ,   .  ,   .  ,  .   , 616  , 23   ,   .  ,101   ,14.0  ,1.51  ,38.6  ,22.0  , 4.52 ,26.5  , 0.69 ,25.5  ,13.1  ,14.7  ,12.50 , 0.97 , 0.31 , 2.02 , 7.70 , 2.32 ,12.0  ,.     ,.     ,.     , 816  , 814  ,0.06  ,0.73  ,13.09 ,11.93 , 1.12 , 1.23 ,11.53 ,14.12 ,0.27  , 1.16 ,
JA,M,3,129   ,47.1  , 81.2 ,104.0 , 68.3 , 4.5  ,7.71  , 0.00 ,10.8  ,61.0  ,3.03  , 912  , 11   ,1.42  ,0.098 ,18.5  ,2.73  , 8.1  ,0.145 ,0.126 , 41   ,426   ,.     ,.     ,.     , 647  , 18   ,.     , 91   ,14.5  ,1.46  ,38.3  ,23.6  , 6.35 ,29.9  , 0.79 ,24.2  ,14.2  ,14.4  ,11.55 , 1.09 , 0.54 , 2.93 , 8.07 , 2.13 ,13.4  , 5.1  ,1.53  , 3.6  , 786  , 665  ,0.12  ,0.59  ,12.44 ,11.64 , 1.56 , 1.26 ,12.89 ,12.63 ,0.34  , 0.80 ,
JA,F,1,130   ,46.5  , 83.8 ,103.8 , 63.5 , 4.4  ,8.03  , 0.00 ,12.1  ,39.7  ,2.48  , 668  ,  0   ,1.50  ,0.107 ,17.7  ,3.07  , 7.2  ,0.197 ,0.091 , 31   ,269   ,   .  ,   .  ,  .   ,.     , 12   ,.     ,  0   ,14.6  ,1.41  ,31.3  ,19.7  , 6.15 ,25.8  , 0.82 ,18.6  ,12.7  ,12.2  , 7.40 , 0.96 , 0.60 , 2.79 , 6.25 , 1.46 ,12.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,2,126   ,46.2  , 80.2 ,101.2 , 64.5 , 4.3  ,7.83  , 0.00 ,21.2  ,43.0  ,3.03  , 735  , 20   ,1.71  ,0.105 ,15.4  ,2.97  , 6.2  ,0.185 ,0.080 , 17   ,332   ,   .  ,   .  ,  .   ,.     ,  0   ,.     ,  0   ,12.9  ,1.36  ,38.5  ,21.8  , 7.10 ,28.9  , 0.75 ,25.7  ,12.7  ,14.2  ,13.43 , 0.93 , 0.68 , 3.38 , 6.85 , 2.12 ,12.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,3,128   ,46.4  , 82.0 ,102.5 , 64.0 , 4.4  ,7.93  , 0.00 ,16.6  ,41.4  ,2.75  , 702  , 10   ,1.60  ,0.106 ,16.6  ,3.02  , 6.7  ,0.191 ,0.086 , 24   ,301   ,.     ,.     ,.     ,.     ,  6   ,.     ,  0   ,13.8  ,1.39  ,34.9  ,20.8  , 6.63 ,27.4  , 0.79 ,22.2  ,12.7  ,13.2  ,10.42 , 0.95 , 0.64 , 3.08 , 6.55 , 1.79 ,12.4  ,17.4  ,4.01  ,10.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
