County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M015, M016, M017, M018, M021, M022, M023, M025, M027, M028, M029, M030, M031, M033, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M048, M049, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M077, M086, M087, M088, M103, M104, M105, M106, M107, M113, M117, 
BC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,3,  8.97, 51.65, 97.48,198.65,  9.63, 61.60,161.63,  9.06, 37.01, 56.58, 63.39, 79.40,  3.54, 49.93,  2.48,  8.17,  0.00,  9.76,  3.03,  3.03, 60.17, 56.42, 22.55,  1.55, 73.48,  1.24, 49.84,.     ,.     ,.     , 12.45,  3.94,  2.75,  3.44,  2.46,  3.91,  3.91,  2.13,  1.51, 14.46,  2.35,  4.51, 21.74, 15.82, 40.86,  0.74,149.96, 13.72, 85.28, 14.42,157.36, 13.27,  6.59,146.33,  9.99,103.21, 23.76,  6.22, 11.79,.     ,.     , 47.09,.     , 44.87, 40.39,  4.48, 25.36,  8.95,
BC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,3,  8.18, 50.83, 88.08,181.77,  9.42, 54.37,153.52,  9.19, 28.25, 22.48, 62.01, 77.38,  7.00, 43.68,  3.53,  8.53,  0.00,  9.06,  2.37,  2.94, 43.47, 22.94, 13.87,  0.63, 32.41,  0.71,.     , 42.89,  8.85, 19.95,  3.63,  2.46,  3.87,  4.70,  4.39,  7.66,  7.66,  0.62,  1.93, 12.07,  2.08,  5.77, 28.13, 29.33, 30.29,  0.63,119.75, 11.45, 87.75, 24.11,302.85, 21.10,  9.52,290.81,  3.28, 64.73, 10.38,  0.00,  7.36,  3.98,  1.47, 42.68,  0.96, 40.92, 37.25,  3.66, 21.86,  6.23,
BC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,3,  8.58, 51.24, 92.78,190.21,  9.53, 57.98,157.58,  9.13, 32.63, 39.53, 62.70, 78.39,  5.27, 46.80,  3.00,  8.35,  0.00,  9.41,  2.70,  2.98, 51.82, 39.68, 18.21,  1.09, 52.95,  0.97,.     ,.     ,.     ,.     ,  8.04,  3.20,  3.31,  4.07,  3.42,  5.79,  5.79,  1.38,  1.72, 13.27,  2.22,  5.14, 24.93, 22.57, 35.58,  0.69,134.86, 12.59, 86.52, 19.27,230.11, 17.19,  8.05,218.57,  6.63, 83.97, 17.07,  3.11,  9.57,.     ,.     , 44.89,.     , 42.90, 38.82,  4.07, 23.61,  7.59,
CB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,3, 19.34,186.95,194.21,440.65, 23.99,101.65,376.77, 22.66, 63.87,133.01,181.92,126.35,  4.03, 54.11,  0.74, 22.39,  0.00, 10.25,  7.36,  7.42,260.52,326.72, 14.26,  0.58, 65.19,  0.00, 22.83,.     ,.     ,.     ,  3.49,  5.98,  3.35,  1.93,  2.26, 12.79, 11.63,  3.23,  4.29, 15.52,  4.51,  0.58, 40.99, 71.32, 27.69,  2.66,282.43, 12.85,168.32,112.35,526.09,108.42, 26.61,427.83, 27.11,262.86, 66.63, 39.34, 81.02,.     ,.     , 68.33,.     , 96.69, 91.91,  4.78, 36.40,  3.95,
CB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,3, 17.01,163.12,198.18,402.82, 14.93,114.51,377.26, 14.68, 25.57, 24.08,177.02,142.51, 14.75, 71.87,  4.93, 10.99,  0.00, 10.83,  4.10,  3.77,143.02, 98.60, 24.24,  0.00, 21.74,  0.00,.     ,  8.75, 11.06, 82.17,  0.91,  0.00,  3.64,  1.02,  3.25, 11.54,  8.73,  2.61, 12.23, 15.57,  3.53,  4.16, 83.61, 37.21, 18.57,  0.43,192.39, 15.14,160.73, 97.95,339.15, 89.95, 32.17,247.30, 21.23,110.37, 23.97,  9.57, 47.26, 17.49, 13.26, 65.40,  5.25, 85.04, 82.17,  2.87, 32.57,  3.37,
CB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,3, 18.18,175.03,196.20,421.74, 19.46,108.08,377.01, 18.67, 44.72, 78.55,179.47,134.43,  9.39, 62.99,  2.83, 16.69,  0.00, 10.54,  5.73,  5.59,201.77,212.66, 19.25,  0.29, 43.46,  0.00,.     ,.     ,.     ,.     ,  2.20,  2.99,  3.50,  1.48,  2.75, 12.16, 10.18,  2.92,  8.26, 15.54,  4.02,  2.37, 62.30, 54.27, 23.13,  1.55,237.41, 14.00,164.53,105.15,432.62, 99.19, 29.39,337.56, 24.17,186.62, 45.30, 24.46, 64.14,.     ,.     , 66.87,.     , 90.87, 87.04,  3.83, 34.48,  3.66,
CC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,3,  7.18,133.82,175.84,241.29, 20.96, 90.82,181.67, 19.49, 59.62,146.44, 91.99,144.68,  2.64, 57.83,  0.43, 18.23,  0.00,  8.09,  6.64,  5.34,225.69,270.84, 35.34,  0.00, 65.04,  5.01, 22.87,.     ,.     ,.     ,  4.94,  1.46,  2.52,  1.63,  0.90,  2.09,  2.09,  3.40,  7.44, 15.83,  3.74,  4.56, 17.50, 53.79, 39.70,  0.95,248.37, 14.88,125.71, 51.30,487.38, 49.37, 41.92,421.00, 18.10,204.77, 65.78, 12.35, 37.50,.     ,.     , 22.57,.     , 35.90, 34.41,  1.50,  8.23,  4.34,
CC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,3,  6.35,122.41,149.58,211.11, 16.06, 75.48,183.58, 15.73, 27.53, 33.01,101.80,127.53, 14.22, 40.86,  8.34, 14.53,  0.00,  8.11,  4.15,  3.49,102.25, 94.96, 20.45,  0.00, 23.37,  1.52,.     ,  6.20, 14.61,113.77, 12.80,  1.14,  0.87, 20.10,  0.00,  2.64,  2.64,  3.92, 13.82, 19.49,  4.87, 10.90, 25.88, 72.14, 43.72,  2.40,324.48, 17.09,162.89, 54.32,330.71, 49.66, 41.71,257.64, 11.77,147.02, 35.47,  7.39, 26.71, 10.54,  6.91, 18.94,  1.91, 31.73, 29.66,  2.08,  6.82,  2.52,
CC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,3,  6.76,128.12,162.71,226.20, 18.51, 83.15,182.63, 17.61, 43.58, 89.72, 96.89,136.11,  8.43, 49.34,  4.38, 16.38,  0.00,  8.10,  5.40,  4.42,163.97,182.90, 27.90,  0.00, 44.21,  3.27,.     ,.     ,.     ,.     ,  8.87,  1.30,  1.70, 10.87,  0.45,  2.37,  2.37,  3.66, 10.63, 17.66,  4.31,  7.73, 21.69, 62.97, 41.71,  1.68,286.43, 15.99,144.30, 52.81,409.05, 49.52, 41.82,339.32, 14.94,175.90, 50.63,  9.87, 32.11,.     ,.     , 20.76,.     , 33.81, 32.03,  1.79,  7.53,  3.43,
CD,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,3,  7.44,105.49,131.49,211.58, 13.21, 95.63,163.26, 12.31, 48.32, 90.06, 71.60, 78.54,  4.17, 43.54,  2.69,  5.73,  0.00,  6.70,  2.76,  2.95, 81.33, 51.38, 27.73,  0.83, 33.10,  1.39, 55.15,.     ,.     ,.     ,  0.00,  4.52,  1.68,  2.94,  3.20,  5.91,  1.77,  0.64,  1.05, 11.96,  3.36,  2.41, 25.42, 30.45, 68.59,  1.68,200.38, 10.28,135.92, 33.92,363.62, 30.77, 15.00,327.74, 12.97,101.39, 28.47,  3.49, 27.96,.     ,.     , 24.95,.     , 37.21, 35.74,  1.47, 12.86,  3.50,
CD,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,3,  5.79, 93.06,118.68,177.08, 11.26, 75.51,160.39, 10.87, 16.69, 39.62, 72.59, 88.72, 11.26, 45.27,  5.37, 18.80,  0.00,  9.85,  2.29,  6.10, 31.65, 28.89, 14.05,  0.23, 16.09,  2.47,.     , 14.93, 15.91, 76.35,  0.00,  0.00,  3.17,  4.14,  3.94,  5.86,  0.73,  1.38,  3.44, 13.57,  3.47,  5.20, 46.96, 44.23, 34.34,  1.03,198.55, 12.55,148.40, 27.37,266.06, 25.32, 14.37,236.29, 12.96, 74.28, 16.80,  0.76, 27.46,  9.48,  3.72, 18.61,  1.07, 28.94, 28.20,  0.73,  9.13,  2.45,
CD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,3,  6.62, 99.28,125.09,194.33, 12.24, 85.57,161.82, 11.59, 32.51, 64.84, 72.09, 83.63,  7.71, 44.41,  4.03, 12.27,  0.00,  8.28,  2.52,  4.53, 56.49, 40.14, 20.89,  0.53, 24.60,  1.93,.     ,.     ,.     ,.     ,  0.00,  2.26,  2.42,  3.54,  3.57,  5.89,  1.25,  1.01,  2.25, 12.77,  3.42,  3.81, 36.19, 37.34, 51.47,  1.35,199.47, 11.42,142.16, 30.65,314.84, 28.05, 14.69,282.01, 12.97, 87.84, 22.64,  2.13, 27.71,.     ,.     , 21.78,.     , 33.08, 31.97,  1.10, 11.00,  2.98,
DA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,3,  8.98,223.92,120.97,261.33, 13.78, 87.29,220.22, 13.21, 41.10, 57.54,153.72,294.79,  5.60,164.40,  1.18,  4.37,  0.00,  5.58,  1.83,  2.43, 84.29, 27.37, 10.22,  0.68, 24.52,  0.92, 14.55,.     ,.     ,.     ,  2.78,  1.56,  1.51,  2.98,  0.81,  9.15,  6.87,  2.33, 12.23,  8.05,  2.17,  4.11, 28.61, 30.30, 18.14,  0.70,123.67,  7.34, 92.88, 37.75,302.79, 34.81, 40.79,219.96, 19.42,254.10, 62.83, 19.25, 34.23,.     ,.     , 26.27,.     , 44.88, 41.43,  3.44, 17.22, 14.82,
DA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,F,3,  8.13,202.93,114.99,239.85,  8.52, 61.55,211.85,  8.21, 28.00, 31.80,140.06,187.96,  8.23, 77.49,  1.10,  6.96,  0.00,  4.27,  1.38,  2.47, 41.17, 14.75,  5.58,  0.48, 13.89,  0.37,.     ,  8.14, 10.90, 26.25,  1.29,  1.46,  1.60,  0.80,  0.77,  7.75,  6.50,  2.99,  9.92, 10.57,  1.35,  5.55, 23.28, 25.02, 13.09,  1.31, 64.45,  9.26, 70.97, 42.07,185.65, 36.60, 29.70,133.88, 16.35,127.17, 30.65,  7.90, 18.90,  6.54,  5.80, 23.54,  0.86, 40.66, 37.95,  2.70, 13.87, 11.51,
DA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,T,3,  8.56,213.43,117.98,250.59, 11.15, 74.42,216.03, 10.71, 34.55, 44.67,146.89,241.38,  6.92,120.95,  1.14,  5.67,  0.00,  4.92,  1.60,  2.45, 62.73, 21.06,  7.90,  0.58, 19.21,  0.65,.     ,.     ,.     ,.     ,  2.04,  1.51,  1.56,  1.89,  0.79,  8.45,  6.69,  2.66, 11.08,  9.31,  1.76,  4.83, 25.95, 27.66, 15.62,  1.01, 94.06,  8.30, 81.92, 39.91,244.22, 35.71, 35.24,176.92, 17.89,190.63, 46.74, 13.58, 26.56,.     ,.     , 24.91,.     , 42.77, 39.69,  3.07, 15.54, 13.17,
DB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
